job,marital,education,age,balance,homeowner,loans,ln_default,day,contact,month,duration,campaign,pdays,previous,poutcome,RESP
blue-collar,married,secondary,46,1144,1.0,0.0,0.0,8,cellular,feb,376,2,129,3,other,1
admin.,single,tertiary,23,897,1.0,0.0,0.0,8,cellular,feb,190,2,280,8,failure,1
retired,divorced,primary,84,2619,0.0,0.0,0.0,8,telephone,feb,145,2,115,2,failure,0
retired,divorced,secondary,67,704,0.0,0.0,0.0,8,cellular,feb,186,2,97,1,success,1
technician,married,secondary,34,3000,1.0,1.0,0.0,8,cellular,feb,215,3,221,1,failure,0
management,married,tertiary,30,1996,0.0,0.0,0.0,8,cellular,feb,1133,3,101,1,other,1
student,single,secondary,22,216,0.0,0.0,0.0,8,cellular,feb,363,1,187,1,success,1
admin.,married,unknown,56,2038,0.0,0.0,0.0,8,cellular,feb,405,1,305,1,success,0
technician,married,secondary,24,556,1.0,0.0,0.0,8,cellular,feb,278,1,94,4,success,1
admin.,married,tertiary,47,97,1.0,0.0,0.0,8,cellular,feb,340,3,-1,0,unknown,0
retired,married,secondary,53,4968,0.0,0.0,0.0,8,cellular,feb,94,1,333,1,other,0
admin.,married,secondary,45,1206,0.0,0.0,0.0,8,telephone,feb,309,1,446,3,failure,1
management,single,tertiary,28,266,0.0,0.0,0.0,8,cellular,feb,108,1,-1,0,unknown,0
management,married,tertiary,39,1301,0.0,0.0,0.0,8,cellular,feb,185,2,179,1,failure,0
management,married,tertiary,40,1855,0.0,0.0,0.0,8,telephone,feb,78,6,-1,0,unknown,1
retired,divorced,secondary,79,631,0.0,0.0,0.0,8,telephone,feb,105,2,181,1,failure,0
management,single,unknown,29,698,0.0,0.0,0.0,8,cellular,feb,186,1,-1,0,unknown,0
management,married,tertiary,35,62,0.0,0.0,0.0,8,cellular,feb,469,2,185,2,failure,1
management,married,tertiary,36,1257,0.0,0.0,0.0,8,cellular,feb,108,9,101,1,other,0
admin.,married,secondary,53,1228,1.0,1.0,0.0,8,cellular,feb,116,2,188,1,success,0
management,married,tertiary,52,3634,0.0,0.0,0.0,8,cellular,feb,341,8,-1,0,unknown,1
student,married,secondary,33,1536,0.0,0.0,0.0,9,cellular,feb,359,1,92,3,success,1
technician,married,secondary,60,824,1.0,0.0,0.0,9,cellular,feb,127,1,558,7,other,1
student,single,tertiary,24,235,0.0,0.0,0.0,9,cellular,feb,98,1,92,1,success,1
student,single,unknown,18,108,0.0,0.0,0.0,9,cellular,feb,92,1,183,1,success,1
entrepreneur,married,tertiary,65,2331,0.0,0.0,0.0,9,telephone,feb,290,1,92,1,success,1
student,single,secondary,25,125,0.0,0.0,0.0,9,cellular,feb,215,1,92,2,success,1
technician,married,secondary,58,7554,0.0,0.0,0.0,9,telephone,feb,167,1,469,1,success,0
technician,single,secondary,36,27,1.0,0.0,0.0,9,cellular,feb,631,1,260,2,success,1
management,single,tertiary,27,390,0.0,0.0,0.0,9,cellular,feb,120,2,104,2,failure,1
technician,single,tertiary,32,1527,1.0,0.0,0.0,9,cellular,feb,172,1,92,3,failure,0
admin.,single,secondary,35,-32,0.0,1.0,0.0,9,cellular,feb,63,4,182,5,failure,1
blue-collar,single,tertiary,39,172,1.0,0.0,0.0,9,cellular,feb,125,2,183,2,failure,1
admin.,married,secondary,53,10541,0.0,0.0,0.0,9,cellular,feb,164,2,92,1,success,1
student,single,secondary,23,480,0.0,0.0,0.0,9,cellular,feb,742,2,182,1,failure,1
admin.,married,secondary,34,2374,1.0,0.0,0.0,9,cellular,feb,243,2,92,3,success,1
management,single,tertiary,33,935,0.0,0.0,0.0,9,cellular,feb,385,2,92,8,success,1
technician,single,secondary,33,2085,0.0,0.0,0.0,9,cellular,feb,501,2,-1,0,unknown,1
management,single,tertiary,36,479,0.0,0.0,0.0,9,cellular,feb,629,2,-1,0,unknown,1
admin.,married,secondary,47,0,0.0,1.0,0.0,10,cellular,feb,86,2,93,2,other,0
unemployed,married,secondary,52,94,0.0,0.0,0.0,10,cellular,feb,153,1,92,13,success,1
management,married,tertiary,33,22867,1.0,0.0,0.0,10,cellular,feb,165,1,92,5,success,0
student,single,unknown,36,417,0.0,0.0,0.0,10,cellular,feb,151,1,-1,0,unknown,1
services,single,tertiary,42,94,1.0,0.0,0.0,10,cellular,feb,151,1,183,6,success,0
technician,divorced,secondary,55,3450,0.0,0.0,0.0,10,cellular,feb,169,1,183,1,failure,1
retired,married,secondary,60,1853,0.0,0.0,0.0,10,cellular,feb,234,1,183,1,success,1
admin.,single,tertiary,38,3954,1.0,0.0,0.0,10,cellular,feb,201,1,182,3,failure,0
retired,married,tertiary,61,2557,1.0,0.0,0.0,10,cellular,feb,158,2,92,5,success,1
technician,married,secondary,58,589,1.0,0.0,0.0,10,cellular,feb,511,3,183,6,success,1
unemployed,divorced,secondary,48,201,0.0,0.0,0.0,10,cellular,feb,406,2,92,2,success,1
technician,married,tertiary,35,7050,0.0,0.0,0.0,10,cellular,feb,278,3,187,1,success,1
management,divorced,tertiary,34,2885,0.0,0.0,0.0,10,cellular,feb,314,2,156,4,other,1
management,married,secondary,58,2155,0.0,1.0,0.0,10,cellular,feb,135,2,92,5,success,1
technician,divorced,secondary,39,902,1.0,0.0,0.0,10,cellular,feb,691,2,180,5,failure,1
retired,married,primary,70,579,0.0,0.0,0.0,11,cellular,feb,82,2,181,1,failure,0
management,married,tertiary,44,1791,0.0,0.0,0.0,11,cellular,feb,71,1,190,1,success,1
unknown,married,secondary,54,2206,0.0,0.0,0.0,11,cellular,feb,449,1,91,3,success,1
student,single,tertiary,27,5291,0.0,0.0,0.0,11,cellular,feb,293,1,91,4,success,1
unemployed,married,secondary,33,1211,0.0,0.0,0.0,11,cellular,feb,535,1,188,1,success,1
retired,married,secondary,77,638,0.0,0.0,0.0,11,cellular,feb,288,1,188,1,success,1
retired,divorced,primary,75,37127,0.0,0.0,0.0,11,cellular,feb,505,1,-1,0,unknown,0
housemaid,married,primary,57,501,1.0,1.0,0.0,11,cellular,feb,105,7,188,2,failure,0
admin.,single,secondary,30,4448,0.0,0.0,0.0,11,cellular,feb,112,8,-1,0,unknown,1
management,single,tertiary,31,533,0.0,0.0,0.0,11,cellular,feb,144,1,91,9,success,1
retired,married,tertiary,61,5267,0.0,0.0,0.0,11,cellular,feb,226,3,-1,0,unknown,1
retired,married,primary,76,3324,0.0,0.0,0.0,11,cellular,feb,309,1,90,4,success,1
blue-collar,married,secondary,75,6053,0.0,0.0,0.0,11,cellular,feb,865,2,190,1,failure,0
blue-collar,married,secondary,28,61,1.0,0.0,0.0,11,cellular,feb,253,1,174,4,success,1
management,married,tertiary,35,0,1.0,0.0,0.0,11,cellular,feb,391,2,92,5,success,1
technician,married,secondary,59,116,0.0,0.0,0.0,11,cellular,feb,268,1,183,7,success,1
blue-collar,married,secondary,42,413,1.0,0.0,0.0,11,cellular,feb,456,2,184,2,success,1
self-employed,single,tertiary,35,353,0.0,0.0,0.0,11,cellular,feb,352,1,183,1,success,1
entrepreneur,single,secondary,48,315,0.0,0.0,0.0,11,unknown,feb,271,1,-1,0,unknown,1
technician,single,secondary,44,451,0.0,0.0,0.0,11,cellular,feb,203,1,183,2,success,0
retired,married,secondary,71,1712,0.0,0.0,0.0,11,cellular,feb,660,1,-1,0,unknown,1
retired,married,secondary,60,523,0.0,0.0,0.0,11,cellular,feb,467,1,182,3,success,1
blue-collar,married,secondary,34,1454,1.0,0.0,0.0,11,cellular,feb,231,2,297,2,failure,1
retired,married,primary,57,9367,0.0,0.0,0.0,11,cellular,feb,981,1,90,6,success,1
technician,divorced,secondary,49,0,1.0,0.0,0.0,11,cellular,feb,283,3,-1,0,unknown,0
retired,married,secondary,75,291,0.0,0.0,0.0,11,cellular,feb,515,1,183,1,failure,1
blue-collar,married,secondary,39,1382,1.0,0.0,0.0,11,cellular,feb,397,2,-1,0,unknown,1
retired,married,tertiary,64,846,0.0,0.0,0.0,11,cellular,feb,671,1,181,3,failure,1
retired,married,secondary,66,780,0.0,0.0,0.0,12,cellular,feb,388,4,-1,0,unknown,0
technician,married,tertiary,36,341,0.0,0.0,0.0,12,cellular,feb,419,2,183,1,success,1
admin.,single,secondary,27,255,0.0,0.0,0.0,12,cellular,feb,123,1,182,4,success,0
technician,single,secondary,29,113,0.0,0.0,0.0,12,cellular,feb,328,2,183,4,success,1
management,single,tertiary,34,13014,0.0,0.0,0.0,12,cellular,feb,637,1,183,1,success,1
unemployed,single,secondary,26,632,0.0,0.0,0.0,12,cellular,feb,218,1,-1,0,unknown,1
management,single,tertiary,34,417,1.0,0.0,0.0,12,cellular,feb,155,10,149,5,failure,0
management,married,tertiary,41,27696,0.0,0.0,0.0,12,cellular,feb,138,2,184,3,success,1
blue-collar,married,secondary,47,3715,0.0,0.0,0.0,12,cellular,feb,171,2,182,4,other,1
management,married,tertiary,52,4675,0.0,0.0,0.0,12,cellular,feb,181,3,-1,0,unknown,1
blue-collar,divorced,secondary,36,2843,0.0,0.0,0.0,12,cellular,feb,473,1,182,1,success,0
technician,married,secondary,32,3271,0.0,0.0,0.0,12,cellular,feb,375,1,374,1,other,1
management,married,tertiary,51,346,0.0,0.0,0.0,12,cellular,feb,122,1,92,5,success,1
management,married,tertiary,34,8000,0.0,0.0,0.0,12,cellular,feb,291,1,260,2,failure,1
student,single,secondary,21,123,0.0,0.0,0.0,12,telephone,feb,379,5,93,2,success,1
technician,divorced,tertiary,41,4276,1.0,0.0,0.0,12,cellular,feb,103,3,-1,0,unknown,0
technician,married,secondary,54,10185,0.0,0.0,0.0,12,cellular,feb,251,1,186,3,success,1
technician,single,tertiary,35,992,1.0,0.0,0.0,12,telephone,feb,1416,1,170,4,failure,0
management,single,tertiary,29,1026,0.0,0.0,0.0,12,cellular,feb,138,2,92,2,success,1
management,married,tertiary,32,905,0.0,0.0,0.0,12,cellular,feb,666,4,-1,0,unknown,1
services,married,secondary,38,775,0.0,0.0,0.0,12,cellular,feb,1835,3,182,2,success,1
unemployed,married,secondary,48,926,0.0,0.0,0.0,15,cellular,feb,382,4,185,6,success,1
management,married,tertiary,46,349,0.0,0.0,0.0,15,cellular,feb,295,2,616,1,failure,1
technician,married,secondary,32,484,1.0,0.0,0.0,15,cellular,feb,83,6,187,3,success,1
services,married,primary,49,1830,1.0,0.0,0.0,15,cellular,feb,136,1,-1,0,unknown,1
retired,married,unknown,75,7819,0.0,0.0,0.0,15,cellular,feb,261,1,97,4,other,0
management,married,tertiary,37,2987,1.0,0.0,0.0,15,cellular,feb,93,1,91,9,failure,1
technician,single,tertiary,37,197,0.0,0.0,0.0,15,cellular,feb,531,1,91,2,success,1
student,single,secondary,23,431,0.0,0.0,0.0,15,cellular,feb,201,3,186,2,success,1
admin.,married,secondary,58,169,0.0,0.0,0.0,15,cellular,feb,216,1,91,4,success,1
management,married,tertiary,45,226,1.0,0.0,0.0,15,cellular,feb,91,4,185,6,success,1
unemployed,single,tertiary,47,44,0.0,0.0,0.0,15,cellular,feb,374,1,185,1,success,0
unemployed,single,secondary,30,2424,0.0,0.0,0.0,15,cellular,feb,337,1,95,2,success,1
admin.,single,tertiary,30,41,1.0,0.0,0.0,15,cellular,feb,68,4,186,2,success,0
services,single,secondary,25,199,0.0,0.0,0.0,15,cellular,feb,101,2,-1,0,unknown,0
student,single,secondary,23,1234,0.0,0.0,0.0,15,cellular,feb,379,1,91,1,success,1
management,married,tertiary,34,271,1.0,0.0,0.0,15,cellular,feb,308,1,94,4,success,1
management,single,tertiary,27,-69,1.0,0.0,0.0,15,cellular,feb,205,3,-1,0,unknown,1
student,single,tertiary,28,1562,0.0,0.0,0.0,15,cellular,feb,659,4,-1,0,unknown,1
retired,married,secondary,65,3409,0.0,0.0,0.0,15,cellular,feb,92,2,-1,0,unknown,0
retired,married,primary,77,2590,0.0,0.0,0.0,15,telephone,feb,112,5,94,15,success,0
self-employed,divorced,tertiary,61,52587,0.0,0.0,0.0,15,cellular,feb,394,3,189,1,success,1
blue-collar,single,secondary,27,535,0.0,0.0,0.0,15,cellular,feb,171,1,91,2,success,1
management,single,tertiary,34,2159,0.0,0.0,0.0,18,unknown,feb,386,1,-1,0,unknown,1
admin.,married,tertiary,28,167,1.0,1.0,0.0,18,cellular,feb,126,2,-1,0,unknown,0
admin.,married,secondary,50,5361,0.0,0.0,0.0,18,cellular,feb,276,3,195,1,failure,0
management,married,tertiary,58,473,0.0,0.0,0.0,18,cellular,feb,1109,1,262,1,success,1
technician,married,secondary,52,195,1.0,0.0,0.0,18,cellular,feb,220,1,63,5,failure,1
technician,single,tertiary,26,3411,0.0,0.0,0.0,18,cellular,feb,236,1,183,2,success,0
management,married,tertiary,59,2764,0.0,0.0,0.0,18,cellular,feb,459,1,56,3,failure,0
retired,married,secondary,64,1612,0.0,0.0,0.0,18,cellular,feb,362,1,183,4,failure,0
admin.,divorced,secondary,38,407,1.0,1.0,0.0,18,cellular,feb,146,1,183,1,failure,0
admin.,married,secondary,48,660,0.0,0.0,0.0,18,cellular,feb,318,1,561,2,success,1
technician,single,secondary,28,154,1.0,0.0,0.0,18,cellular,feb,416,2,-1,0,unknown,1
management,single,tertiary,35,681,0.0,0.0,0.0,18,cellular,feb,737,1,561,2,success,1
retired,married,secondary,66,2326,0.0,1.0,0.0,18,cellular,feb,232,1,181,1,success,1
self-employed,single,unknown,25,1179,0.0,0.0,0.0,18,cellular,feb,150,2,185,3,failure,0
management,married,tertiary,33,2213,0.0,0.0,0.0,18,cellular,feb,240,1,385,9,failure,0
services,married,secondary,52,961,0.0,1.0,0.0,18,cellular,feb,222,1,553,4,failure,1
admin.,single,tertiary,26,2532,1.0,1.0,0.0,18,cellular,feb,269,1,-1,0,unknown,1
unemployed,married,secondary,36,1466,1.0,0.0,0.0,19,unknown,feb,124,1,-1,0,unknown,0
management,single,tertiary,38,455,1.0,0.0,0.0,19,cellular,feb,255,2,555,6,success,1
self-employed,married,tertiary,59,2013,0.0,0.0,0.0,19,cellular,feb,222,4,94,2,success,1
technician,married,secondary,53,4807,0.0,0.0,0.0,19,telephone,feb,255,3,-1,0,unknown,0
blue-collar,married,secondary,47,1568,1.0,0.0,0.0,19,cellular,feb,388,1,262,7,success,1
management,married,tertiary,48,0,0.0,1.0,0.0,19,cellular,feb,204,4,182,1,success,1
retired,married,primary,56,16432,0.0,0.0,0.0,19,cellular,feb,702,2,189,2,failure,0
student,single,unknown,22,1215,0.0,0.0,0.0,19,cellular,feb,145,3,192,1,failure,1
retired,married,secondary,82,121,0.0,0.0,0.0,19,telephone,feb,330,1,-1,0,unknown,1
blue-collar,single,primary,27,377,0.0,0.0,0.0,19,cellular,feb,645,2,-1,0,unknown,1
retired,divorced,secondary,60,1,0.0,0.0,0.0,19,cellular,feb,302,1,184,1,success,1
blue-collar,married,primary,44,622,1.0,0.0,0.0,21,unknown,feb,66,1,-1,0,unknown,0
management,married,tertiary,53,597,0.0,0.0,0.0,22,unknown,feb,392,1,-1,0,unknown,1
student,single,tertiary,27,5741,0.0,0.0,0.0,22,cellular,feb,368,1,185,2,failure,0
retired,married,secondary,57,1230,0.0,0.0,0.0,22,cellular,feb,200,1,-1,0,unknown,0
unemployed,divorced,secondary,59,7469,0.0,0.0,0.0,22,cellular,feb,287,1,130,1,failure,0
management,single,tertiary,39,763,0.0,0.0,0.0,22,cellular,feb,543,1,189,1,failure,1
unknown,single,unknown,27,326,0.0,0.0,0.0,22,cellular,feb,326,1,-1,0,unknown,1
admin.,divorced,tertiary,39,1176,0.0,0.0,0.0,22,cellular,feb,327,1,-1,0,unknown,0
retired,married,secondary,64,243,0.0,0.0,0.0,22,cellular,feb,144,1,175,1,failure,0
retired,divorced,secondary,55,2204,0.0,0.0,0.0,22,cellular,feb,261,1,264,1,failure,1
blue-collar,married,secondary,57,1686,0.0,0.0,0.0,22,telephone,feb,219,4,311,2,failure,0
management,single,unknown,51,1277,0.0,0.0,0.0,22,cellular,feb,143,5,294,1,failure,0
blue-collar,married,secondary,37,4321,0.0,0.0,0.0,22,cellular,feb,276,3,167,3,failure,0
unemployed,single,tertiary,33,4874,0.0,0.0,0.0,22,telephone,feb,363,2,-1,0,unknown,0
management,married,secondary,60,0,0.0,0.0,0.0,22,telephone,feb,230,2,126,6,failure,0
unemployed,single,primary,33,396,0.0,0.0,0.0,22,cellular,feb,382,3,-1,0,unknown,0
management,married,tertiary,35,1380,0.0,0.0,0.0,23,cellular,feb,155,1,-1,0,unknown,1
management,single,tertiary,26,0,0.0,0.0,0.0,23,cellular,feb,176,1,-1,0,unknown,0
technician,single,secondary,30,341,0.0,0.0,0.0,23,unknown,feb,20,1,-1,0,unknown,0
student,single,secondary,23,381,0.0,0.0,0.0,23,cellular,feb,696,1,189,2,other,1
housemaid,married,primary,80,0,0.0,0.0,0.0,23,cellular,feb,639,1,189,1,failure,1
student,single,secondary,29,67,0.0,0.0,0.0,23,cellular,feb,211,1,187,5,success,1
admin.,married,secondary,47,368,0.0,0.0,0.0,23,cellular,feb,269,1,187,5,success,1
retired,divorced,tertiary,72,438,0.0,0.0,0.0,23,cellular,feb,279,1,-1,0,unknown,1
management,single,tertiary,45,483,0.0,0.0,0.0,23,cellular,feb,95,2,265,11,other,1
housemaid,married,tertiary,35,11219,0.0,0.0,0.0,23,cellular,feb,135,1,195,3,failure,0
unemployed,married,tertiary,37,7620,0.0,0.0,0.0,23,telephone,feb,367,1,176,6,failure,1
self-employed,single,tertiary,29,805,0.0,0.0,0.0,23,cellular,feb,132,1,103,7,failure,1
management,single,tertiary,40,0,1.0,0.0,0.0,23,cellular,feb,228,2,182,6,failure,1
management,single,tertiary,33,101,1.0,0.0,0.0,23,cellular,feb,393,2,130,1,other,0
technician,single,secondary,32,324,0.0,1.0,0.0,23,cellular,feb,432,1,-1,0,unknown,1
management,single,tertiary,35,747,0.0,0.0,0.0,23,cellular,feb,141,2,176,3,failure,0
management,married,tertiary,32,302,1.0,1.0,0.0,23,unknown,feb,61,1,384,2,failure,1
blue-collar,single,primary,40,118,0.0,0.0,0.0,23,unknown,feb,16,1,-1,0,unknown,0
retired,divorced,primary,79,1910,0.0,0.0,0.0,24,telephone,feb,98,2,-1,0,unknown,0
unemployed,married,tertiary,48,1571,1.0,0.0,0.0,24,cellular,feb,104,3,-1,0,unknown,0
self-employed,married,tertiary,43,10072,0.0,0.0,0.0,24,cellular,feb,145,1,100,4,failure,0
technician,married,secondary,54,65,0.0,0.0,0.0,24,cellular,feb,87,1,91,3,failure,0
technician,married,secondary,40,826,0.0,0.0,0.0,24,unknown,feb,174,1,267,2,other,0
student,single,secondary,20,215,0.0,0.0,0.0,24,cellular,feb,175,1,92,6,success,1
housemaid,married,tertiary,48,5473,0.0,0.0,0.0,24,cellular,feb,127,2,184,2,success,1
blue-collar,single,secondary,38,711,1.0,0.0,0.0,24,cellular,feb,254,5,140,1,other,0
admin.,married,tertiary,53,944,1.0,0.0,0.0,24,cellular,feb,128,1,-1,0,unknown,0
admin.,married,secondary,60,106,0.0,0.0,0.0,24,cellular,feb,137,1,187,4,success,1
technician,married,tertiary,34,31,0.0,0.0,0.0,24,unknown,feb,108,1,-1,0,unknown,0
retired,married,primary,70,2346,0.0,0.0,0.0,24,cellular,feb,694,1,184,5,failure,1
retired,divorced,secondary,78,3219,0.0,0.0,0.0,24,cellular,feb,151,1,-1,0,unknown,1
management,married,tertiary,61,87,1.0,0.0,0.0,24,cellular,feb,190,2,-1,0,unknown,0
admin.,single,unknown,52,2227,0.0,0.0,0.0,24,cellular,feb,242,2,-1,0,unknown,1
self-employed,divorced,tertiary,61,6610,0.0,0.0,0.0,24,cellular,feb,481,2,-1,0,unknown,1
technician,married,secondary,52,196,1.0,1.0,0.0,24,cellular,feb,116,1,273,3,failure,0
management,married,tertiary,58,4606,0.0,0.0,0.0,24,telephone,feb,601,2,-1,0,unknown,0
student,single,secondary,25,469,0.0,0.0,0.0,24,cellular,feb,524,1,187,2,success,0
retired,married,primary,77,680,0.0,0.0,0.0,24,telephone,feb,513,2,89,7,failure,0
admin.,married,unknown,46,2033,0.0,0.0,0.0,24,cellular,feb,99,2,86,5,failure,0
retired,married,primary,64,1977,0.0,0.0,0.0,24,cellular,feb,160,2,-1,0,unknown,0
management,married,tertiary,37,255,0.0,0.0,0.0,24,cellular,feb,562,2,183,10,success,1
services,single,secondary,33,1852,0.0,0.0,0.0,25,telephone,feb,371,1,204,3,other,0
services,single,secondary,25,94,0.0,0.0,0.0,25,unknown,feb,32,1,-1,0,unknown,0
entrepreneur,married,tertiary,71,15265,0.0,0.0,0.0,25,cellular,feb,865,1,192,2,failure,0
retired,married,unknown,63,1849,0.0,0.0,0.0,25,cellular,feb,125,6,177,2,failure,0
services,single,secondary,27,195,1.0,0.0,0.0,25,cellular,feb,416,3,-1,0,unknown,1
technician,married,tertiary,33,8023,0.0,0.0,0.0,25,cellular,feb,196,1,87,4,failure,0
management,married,unknown,56,4623,0.0,0.0,0.0,25,cellular,feb,305,1,192,1,success,1
technician,married,secondary,63,973,0.0,0.0,0.0,25,cellular,feb,318,1,388,1,success,1
technician,married,secondary,59,7766,1.0,0.0,0.0,25,cellular,feb,1422,1,461,1,failure,1
student,single,secondary,22,948,0.0,0.0,0.0,25,telephone,feb,169,1,191,3,success,1
student,single,secondary,30,48,0.0,0.0,0.0,25,cellular,feb,217,1,191,2,success,1
management,married,unknown,66,2149,1.0,0.0,0.0,25,cellular,feb,98,1,87,10,failure,1
management,married,secondary,70,4,0.0,0.0,0.0,25,cellular,feb,511,5,125,4,failure,0
management,single,tertiary,36,688,0.0,0.0,0.0,25,cellular,feb,293,3,268,2,failure,0
retired,married,primary,74,1413,0.0,0.0,0.0,25,cellular,feb,385,2,-1,0,unknown,1
technician,married,secondary,27,241,0.0,1.0,0.0,26,unknown,feb,889,1,-1,0,unknown,0
student,single,secondary,24,486,0.0,0.0,0.0,26,cellular,feb,281,2,270,2,other,0
technician,married,secondary,52,117,0.0,0.0,0.0,26,cellular,feb,959,3,186,6,success,1
retired,divorced,secondary,71,0,0.0,0.0,0.0,26,cellular,feb,771,1,171,1,success,1
management,married,tertiary,33,71,0.0,0.0,0.0,26,cellular,feb,335,3,102,2,failure,1
technician,married,secondary,56,1938,0.0,1.0,0.0,26,cellular,feb,229,1,192,4,success,1
admin.,married,unknown,47,66,0.0,0.0,0.0,26,cellular,feb,297,1,203,1,success,0
self-employed,married,secondary,34,173,0.0,0.0,0.0,26,unknown,feb,36,1,-1,0,unknown,0
management,married,tertiary,37,3654,0.0,0.0,0.0,26,cellular,feb,262,1,274,2,other,0
management,single,tertiary,30,5359,0.0,0.0,0.0,26,cellular,feb,427,1,191,3,success,1
student,single,secondary,28,1925,0.0,0.0,0.0,26,cellular,feb,139,1,93,3,success,0
blue-collar,single,secondary,27,23,0.0,0.0,0.0,26,cellular,feb,590,2,-1,0,unknown,0
retired,married,unknown,73,519,0.0,0.0,0.0,26,telephone,feb,270,3,133,2,success,1
technician,married,secondary,48,3519,0.0,1.0,0.0,26,cellular,feb,229,1,60,2,failure,0
retired,married,primary,67,8465,0.0,0.0,0.0,26,cellular,feb,234,1,-1,0,unknown,0
housemaid,married,primary,60,211,0.0,0.0,0.0,26,cellular,feb,480,2,189,1,failure,0
unemployed,divorced,secondary,57,79,1.0,0.0,0.0,1,unknown,mar,60,1,592,2,failure,0
technician,single,secondary,38,0,0.0,0.0,0.0,1,unknown,mar,10,1,-1,0,unknown,0
unemployed,married,secondary,65,3195,0.0,0.0,0.0,2,telephone,mar,904,1,-1,0,unknown,1
management,married,tertiary,59,315,0.0,0.0,0.0,2,cellular,mar,591,1,176,2,failure,1
management,married,tertiary,37,1113,0.0,0.0,0.0,2,cellular,mar,229,1,182,1,success,1
blue-collar,single,secondary,28,-46,1.0,0.0,0.0,2,cellular,mar,525,1,89,11,failure,1
admin.,single,tertiary,29,8,0.0,1.0,0.0,2,cellular,mar,107,1,-1,0,unknown,0
technician,single,tertiary,27,1075,0.0,0.0,0.0,2,cellular,mar,658,1,-1,0,unknown,1
admin.,single,tertiary,49,228,1.0,0.0,0.0,2,cellular,mar,368,1,-1,0,unknown,1
admin.,single,tertiary,31,4129,0.0,0.0,0.0,2,cellular,mar,105,1,182,1,failure,0
services,single,secondary,38,91,0.0,0.0,0.0,2,cellular,mar,207,1,-1,0,unknown,1
technician,single,secondary,36,1407,0.0,0.0,0.0,2,cellular,mar,328,1,109,3,other,0
technician,single,secondary,28,598,1.0,0.0,0.0,2,cellular,mar,177,1,288,2,failure,1
technician,married,tertiary,51,0,0.0,0.0,0.0,2,cellular,mar,539,2,-1,0,unknown,1
services,single,secondary,26,162,1.0,0.0,0.0,2,cellular,mar,185,2,130,8,other,0
retired,married,primary,56,1947,0.0,0.0,0.0,2,cellular,mar,225,2,123,5,failure,1
management,single,tertiary,37,1027,1.0,0.0,0.0,2,cellular,mar,313,1,152,2,success,1
technician,married,primary,47,235,0.0,0.0,0.0,2,cellular,mar,136,2,203,1,other,1
retired,divorced,tertiary,60,2,0.0,0.0,0.0,2,cellular,mar,228,4,390,2,other,1
technician,married,secondary,42,4945,1.0,0.0,0.0,2,cellular,mar,311,2,-1,0,unknown,1
student,single,tertiary,27,311,0.0,0.0,0.0,2,telephone,mar,187,3,322,1,other,1
unemployed,single,tertiary,40,7968,0.0,0.0,0.0,2,cellular,mar,263,2,180,2,success,1
student,single,secondary,25,154,0.0,0.0,0.0,3,cellular,mar,141,1,180,2,failure,1
retired,divorced,primary,90,712,0.0,0.0,0.0,3,telephone,mar,557,1,-1,0,unknown,1
student,single,unknown,29,7585,0.0,0.0,0.0,3,cellular,mar,145,2,198,1,failure,1
technician,single,tertiary,29,2489,1.0,0.0,0.0,3,cellular,mar,355,1,86,5,failure,1
retired,married,secondary,68,1146,0.0,0.0,0.0,3,cellular,mar,153,2,110,3,success,1
admin.,married,secondary,38,1559,0.0,0.0,0.0,3,cellular,mar,136,2,280,1,failure,1
admin.,married,secondary,34,5320,0.0,0.0,0.0,3,cellular,mar,114,6,467,5,other,0
student,single,secondary,23,287,0.0,0.0,0.0,3,telephone,mar,700,3,180,1,other,0
housemaid,divorced,primary,66,3701,0.0,0.0,0.0,3,telephone,mar,834,1,-1,0,unknown,1
management,married,tertiary,47,0,1.0,0.0,0.0,4,cellular,mar,194,2,181,3,failure,0
retired,married,secondary,63,2896,0.0,0.0,0.0,4,cellular,mar,180,2,-1,0,unknown,1
management,single,tertiary,32,354,0.0,0.0,0.0,4,cellular,mar,177,2,133,5,other,1
student,single,unknown,34,242,0.0,0.0,0.0,4,telephone,mar,364,2,244,2,failure,0
management,married,tertiary,32,2667,1.0,0.0,0.0,4,cellular,mar,251,1,181,4,failure,1
management,married,tertiary,42,144,0.0,0.0,0.0,4,cellular,mar,148,1,87,4,failure,1
technician,married,tertiary,39,508,0.0,0.0,0.0,4,cellular,mar,431,1,122,3,failure,0
management,married,tertiary,30,359,0.0,0.0,0.0,4,cellular,mar,117,2,-1,0,unknown,0
housemaid,single,secondary,58,11494,0.0,0.0,0.0,4,telephone,mar,220,7,-1,0,unknown,0
admin.,single,tertiary,26,760,1.0,0.0,0.0,4,cellular,mar,456,2,281,5,success,1
unknown,married,secondary,63,367,0.0,0.0,0.0,4,telephone,mar,262,1,178,6,failure,0
retired,single,secondary,73,1050,0.0,0.0,0.0,4,cellular,mar,562,3,181,2,failure,1
retired,divorced,secondary,70,6850,0.0,0.0,0.0,5,telephone,mar,252,3,183,1,failure,0
retired,married,tertiary,68,2820,0.0,0.0,0.0,5,cellular,mar,158,1,92,3,success,0
student,single,secondary,26,5296,0.0,0.0,0.0,5,cellular,mar,229,1,205,1,failure,1
management,married,tertiary,33,1390,0.0,0.0,0.0,5,cellular,mar,77,1,179,5,failure,0
