job,marital,education,age,balance,homeowner,loans,default,contact,length,campaign,pdays,previous,poutcome,RESP,samp#,Rnad #,num
management,single,tertiary,27,2849,0,0,0,2,335,1,-1,0,2,0,1,0.825306868,0
self-employed,single,secondary,26,1242,1,0,0,2,205,2,253,2,1,0,1,0.848180799,0
admin.,single,secondary,27,424,0,0,0,2,248,4,189,13,2,0,1,0.932061257,0
self-employed,single,tertiary,36,351,0,0,0,2,82,1,-1,0,2,0,1,0.565090273,0
services,single,secondary,30,566,0,0,0,2,110,1,-1,0,2,0,1,0.551925735,0
unemployed,married,primary,34,309,0,0,0,2,578,1,-1,0,2,1,1,0.892339105,0
management,single,secondary,36,159,0,0,0,2,443,1,-1,0,2,0,1,0.729662327,0
technician,single,secondary,42,541,1,0,0,2,656,1,-1,0,2,1,1,0.796863791,0
student,single,secondary,30,61,0,1,0,2,133,5,8,2,2,0,1,0.608906379,0
services,single,secondary,30,405,1,0,0,2,103,1,265,2,2,0,1,0.839650864,0
services,married,unknown,54,0,1,0,0,2,686,2,267,1,2,1,1,0.884778458,0
self-employed,married,tertiary,29,4,0,0,0,2,156,1,-1,0,2,0,1,0.875490509,0
management,married,tertiary,41,1143,1,0,0,2,134,1,8,2,2,0,1,0.875805106,0
blue-collar,married,unknown,48,459,0,0,0,2,134,1,8,1,2,0,1,0.569001628,0
management,divorced,tertiary,50,-5,1,0,0,2,1118,1,8,1,2,0,1,0.987685314,0
management,single,tertiary,34,84,0,0,0,2,231,1,-1,0,2,0,1,0.961578322,0
retired,single,secondary,58,-158,1,0,0,2,55,1,8,1,2,0,1,0.597651544,0
entrepreneur,married,secondary,44,320,1,1,0,2,269,3,234,2,2,0,1,0.958378967,0
management,married,tertiary,36,0,1,0,0,2,245,2,8,1,2,0,1,0.98195974,0
technician,single,secondary,33,6106,0,0,0,2,345,1,-1,0,2,0,1,0.513293025,0
management,divorced,tertiary,57,442,0,0,0,2,41,1,253,3,0,0,1,0.559892335,0
services,single,secondary,33,3358,1,0,0,2,502,2,-1,0,2,0,1,0.771322733,0
services,divorced,secondary,34,1281,0,0,0,2,237,1,-1,0,2,0,1,0.740978525,0
admin.,married,secondary,31,0,1,0,0,2,70,4,-1,0,2,0,1,0.742954565,0
management,married,tertiary,46,222,0,0,0,2,92,1,-1,0,2,0,1,0.576513224,0
blue-collar,single,primary,29,365,1,1,0,2,72,1,274,2,0,0,1,0.621805032,0
admin.,married,secondary,40,367,1,0,0,3,89,1,274,1,0,0,1,0.77772277,0
management,married,tertiary,45,2953,1,1,0,2,388,1,-1,0,2,0,1,0.67404713,0
blue-collar,married,secondary,55,1765,1,0,0,2,445,1,267,1,0,0,1,0.836932707,0
services,married,secondary,45,925,1,0,0,2,118,2,232,4,2,0,1,0.861860419,0
technician,single,secondary,42,555,1,0,0,2,449,2,-1,0,2,0,1,0.951709857,0
entrepreneur,single,tertiary,41,791,1,0,0,2,215,1,80,1,2,0,1,0.57050775,0
self-employed,married,tertiary,35,137,0,0,0,2,142,4,-1,0,2,0,1,0.835473483,0
blue-collar,married,primary,40,665,1,0,0,2,177,3,211,1,1,0,1,0.775379917,0
management,single,tertiary,39,122,1,0,0,2,787,1,-1,0,2,0,1,0.886550838,0
services,married,secondary,30,1743,1,0,0,2,192,4,-1,0,2,0,1,0.804717143,0
entrepreneur,single,tertiary,48,318,1,0,0,2,1017,4,-1,0,2,1,1,0.810179436,0
student,single,unknown,31,643,0,0,0,2,82,4,-1,0,2,0,1,0.895553482,0
self-employed,married,tertiary,33,1099,0,0,0,2,111,5,-1,0,2,0,1,0.852260569,0
retired,married,tertiary,55,127,0,0,0,2,80,2,-1,0,2,0,1,0.553539561,0
management,married,tertiary,38,0,0,0,0,2,214,2,-1,0,2,0,1,0.782582807,0
unemployed,married,primary,40,1908,1,0,0,2,1661,2,-1,0,2,1,1,0.540087457,0
student,single,tertiary,31,2010,1,0,0,2,15,5,261,1,2,0,1,0.620895714,0
unemployed,married,secondary,41,0,0,0,0,2,532,2,-1,0,2,0,1,0.58632683,0
unemployed,married,secondary,57,3754,0,0,0,2,1063,2,-1,0,2,1,1,0.999673181,0
technician,single,secondary,32,315,1,0,0,2,280,2,-1,0,2,0,1,0.809357996,0
unemployed,single,secondary,42,139,1,0,0,2,148,2,-1,0,2,0,1,0.761590342,0
unemployed,married,unknown,45,490,1,0,0,2,776,3,-1,0,2,0,1,0.894785044,0
technician,single,tertiary,28,676,0,0,0,2,1138,2,-1,0,2,1,1,0.694346473,0
unemployed,married,primary,41,4112,0,0,0,2,764,2,-1,0,2,0,1,0.934762887,0
technician,single,secondary,50,1022,0,0,0,3,155,2,-1,0,2,0,1,0.697491789,0
entrepreneur,divorced,tertiary,40,0,0,1,0,2,985,6,-1,0,2,0,1,0.753238093,0
admin.,single,secondary,33,894,0,0,0,2,509,2,-1,0,2,0,1,0.684957094,0
unemployed,divorced,tertiary,44,0,0,0,0,2,1960,3,-1,0,2,1,1,0.757428634,0
management,single,tertiary,26,690,0,0,0,2,76,3,-1,0,2,0,1,0.883188743,0
admin.,married,secondary,48,191,1,0,0,2,238,3,-1,0,2,0,1,0.712822741,0
blue-collar,single,secondary,35,0,1,0,0,2,155,3,254,1,2,0,1,0.570245203,0
entrepreneur,single,tertiary,29,54,0,0,0,2,251,3,-1,0,2,0,1,0.743307482,0
management,single,tertiary,28,321,0,1,0,2,255,6,-1,0,2,0,1,0.510409179,0
admin.,single,secondary,43,375,0,1,0,2,193,2,199,4,0,0,1,0.723682966,0
unemployed,married,secondary,43,511,1,1,0,3,191,5,190,5,2,0,1,0.792373147,0
admin.,divorced,secondary,38,19,1,0,0,2,1130,3,251,2,1,1,1,0.816035442,0
technician,single,tertiary,31,3729,1,0,0,2,176,2,8,10,2,0,1,0.855195434,0
blue-collar,single,secondary,33,687,1,0,0,2,178,2,273,1,0,0,1,0.987580029,0
services,single,secondary,34,1758,1,0,0,2,14,8,-1,0,2,0,1,0.93521455,0
unemployed,married,secondary,36,439,1,0,0,3,18,6,-1,0,2,0,1,0.745625769,0
entrepreneur,divorced,tertiary,49,1145,1,1,0,2,36,4,-1,0,2,0,1,0.812598683,0
blue-collar,married,primary,38,346,0,0,0,2,15,3,9,3,2,0,1,0.848298091,0
management,married,secondary,52,4873,0,0,0,3,381,6,213,9,0,0,1,0.753346213,0
unemployed,single,tertiary,28,0,0,0,0,2,15,9,-1,0,2,0,1,0.685174106,0
technician,married,primary,43,321,1,0,0,2,12,5,268,6,2,0,1,0.894522713,0
services,single,secondary,31,13,0,1,0,2,1019,2,-1,0,2,1,1,0.597536376,0
retired,married,primary,61,3738,0,0,0,3,188,1,-1,0,2,0,1,0.789369894,0
unemployed,married,tertiary,52,0,0,0,0,3,43,4,-1,0,2,0,1,0.608457955,0
management,divorced,tertiary,33,387,0,0,0,2,17,5,-1,0,2,0,1,0.704934871,0
self-employed,married,tertiary,49,503,1,0,0,2,310,4,200,1,0,0,1,0.932865818,0
technician,married,secondary,55,312,0,0,0,2,13,8,9,3,2,0,1,0.803735141,0
management,married,tertiary,46,1698,1,0,0,2,90,1,-1,0,2,0,1,0.88074187,0
technician,single,secondary,44,196,1,0,0,2,386,3,-1,0,2,0,1,0.715480878,0
blue-collar,single,secondary,31,-538,0,1,0,2,521,1,-1,0,2,0,1,0.886992615,0
admin.,married,tertiary,34,37,0,0,0,2,45,1,-1,0,2,0,1,0.633262981,0
unknown,single,secondary,26,3247,0,0,0,3,341,3,-1,0,2,0,1,0.98535705,0
blue-collar,married,secondary,31,492,1,0,0,2,99,1,-1,0,2,0,1,0.987805375,0
management,married,tertiary,41,326,0,0,0,2,163,1,182,2,0,0,1,0.671330171,0
management,divorced,tertiary,33,802,0,0,0,2,401,1,-1,0,2,0,1,0.59631276,0
blue-collar,married,secondary,46,1352,1,0,0,2,193,1,-1,0,2,0,1,0.978992511,0
blue-collar,married,primary,60,5798,1,0,0,2,58,2,-1,0,2,0,1,0.622324984,0
technician,single,secondary,27,0,0,0,0,2,161,1,-1,0,2,0,1,0.714395333,0
blue-collar,married,secondary,47,1096,1,1,0,2,174,2,-1,0,2,0,1,0.638146701,0
unemployed,divorced,primary,36,510,0,0,0,2,258,2,-1,0,2,0,1,0.733538937,0
admin.,single,secondary,37,310,0,1,0,2,179,1,-1,0,2,0,1,0.678067204,0
management,married,tertiary,31,140,0,0,0,2,9,8,212,4,2,0,1,0.828069601,0
management,divorced,secondary,55,698,1,1,0,2,25,1,-1,0,2,0,1,0.836879381,0
admin.,single,secondary,40,0,0,0,0,2,290,1,-1,0,2,0,1,0.828010615,0
admin.,divorced,secondary,60,-41,1,1,0,2,1658,1,262,1,0,1,1,0.722933698,0
services,single,secondary,27,0,0,0,0,2,145,1,-1,0,2,0,1,0.738231664,0
unemployed,single,secondary,26,387,0,0,0,2,506,1,-1,0,2,0,1,0.753729354,0
admin.,single,secondary,43,309,1,0,0,3,24,5,276,1,2,0,1,0.788251951,0
entrepreneur,married,secondary,55,8104,0,0,0,2,213,2,-1,0,2,0,1,0.514793297,0
technician,married,primary,46,718,1,0,0,2,80,2,268,1,0,0,1,0.602509915,0
management,married,tertiary,47,0,1,0,0,3,138,4,9,2,2,0,1,0.9472258,0
housemaid,single,tertiary,28,731,1,0,0,2,135,2,-1,0,2,0,1,0.524998815,0
unknown,single,secondary,50,86,0,0,0,3,279,8,-1,0,2,0,1,0.946081727,0
management,married,secondary,49,48,0,0,0,2,526,4,-1,0,2,0,1,0.651126398,0
management,married,tertiary,56,616,0,0,0,2,156,1,-1,0,2,1,1,0.972501366,0
management,married,tertiary,48,0,0,1,0,2,1423,3,-1,0,2,0,1,0.955265158,0
self-employed,married,tertiary,47,-80,1,0,0,2,150,3,270,2,0,0,1,0.886684717,0
unemployed,married,secondary,57,3030,0,0,0,2,142,2,-1,0,2,0,1,0.928210189,0
retired,single,secondary,54,515,1,0,0,2,115,2,234,1,0,0,1,0.681844216,0
services,single,tertiary,26,1140,1,0,0,2,984,2,-1,0,2,1,1,0.826242361,0
services,married,secondary,36,488,1,0,0,2,220,5,-1,0,2,0,1,0.501309547,0
management,single,tertiary,32,2770,0,0,0,3,44,9,-1,0,2,0,1,0.921919051,0
retired,divorced,secondary,49,-268,1,0,0,2,42,2,206,5,0,0,1,0.822978846,0
self-employed,divorced,secondary,27,165,1,0,0,2,1160,2,192,4,0,0,1,0.522458323,0
admin.,single,secondary,27,6492,0,0,0,2,7,6,-1,0,2,0,1,0.611468434,0
unemployed,married,secondary,59,1226,0,0,0,2,270,3,-1,0,2,0,1,0.84655254,0
blue-collar,single,secondary,35,2158,1,0,0,2,288,2,-1,0,2,0,1,0.734694713,0
blue-collar,single,tertiary,33,350,1,0,0,2,148,7,227,5,0,0,1,0.733039327,0
unemployed,divorced,secondary,46,22,0,0,1,2,8,10,-1,0,2,0,1,0.80693271,0
technician,single,secondary,33,10,1,0,0,2,71,2,274,1,0,0,1,0.731073178,0
blue-collar,married,secondary,28,1137,0,0,0,2,129,4,211,3,2,0,1,0.920707527,0
entrepreneur,married,secondary,56,1272,0,0,0,2,290,2,-1,0,2,0,1,0.532271652,0
entrepreneur,married,secondary,46,122,0,0,0,2,1047,2,1,7,0,0,1,0.810106949,0
student,single,unknown,19,1169,0,0,0,2,463,18,-1,0,2,0,1,0.689394132,0
unemployed,single,primary,28,236,0,0,0,2,460,3,-1,0,2,0,1,0.52965433,0
student,single,secondary,22,0,0,0,0,2,229,6,-1,0,2,1,1,0.686402187,0
management,single,tertiary,30,520,1,0,0,2,157,5,-1,0,2,0,1,0.923744168,0
services,divorced,secondary,52,289,1,1,0,3,102,5,-1,0,2,0,1,0.619338663,0
blue-collar,married,secondary,35,2074,0,0,0,2,183,4,-1,0,2,0,1,0.527011177,0
unemployed,married,secondary,37,924,1,0,0,2,181,9,-1,0,2,0,1,0.866597348,0
management,married,primary,47,1675,1,0,0,2,38,3,-1,0,2,0,1,0.743445408,0
admin.,divorced,secondary,51,2785,0,0,0,3,23,10,-1,0,2,0,1,0.862132722,0
admin.,single,tertiary,41,873,1,0,0,2,16,9,-1,0,2,0,1,0.684036269,0
services,married,secondary,39,208,0,1,0,2,122,2,-1,0,2,0,1,0.670677509,0
unemployed,single,primary,35,-84,0,0,1,2,19,11,-1,0,2,0,1,0.872876127,0
admin.,single,secondary,29,103,0,0,0,2,502,5,-1,0,2,0,1,0.505255674,0
technician,married,tertiary,33,79,1,1,0,2,390,8,-1,0,2,0,1,0.848457879,0
unemployed,married,unknown,32,881,0,0,0,2,79,5,-1,0,2,0,1,0.513291541,0
management,married,secondary,45,1134,0,1,0,2,102,4,-1,0,2,0,1,0.879009249,0
unemployed,single,primary,45,2249,1,0,0,2,247,5,-1,0,2,0,1,0.995832251,0
management,single,tertiary,30,3773,1,0,0,2,75,4,258,1,0,0,1,0.595847482,0
management,single,tertiary,27,317,0,0,0,2,59,3,-1,0,2,0,1,0.590701618,0
services,married,secondary,32,183,1,0,0,2,17,10,-1,0,2,0,1,0.748896525,0
unemployed,single,primary,30,15261,0,0,0,2,43,5,-1,0,2,0,1,0.84967686,0
retired,married,primary,66,206,0,0,0,2,479,1,-1,0,2,1,1,0.556957354,0
admin.,married,secondary,36,0,1,1,0,2,101,2,-1,0,2,0,1,0.64777444,0
management,single,unknown,48,1009,1,0,0,2,138,5,256,1,2,0,1,0.505351384,0
blue-collar,married,secondary,32,0,1,0,0,2,7,7,-1,0,2,0,1,0.767330451,0
management,married,secondary,38,844,0,0,0,2,12,7,-1,0,2,0,1,0.547467407,0
technician,single,secondary,31,2088,0,0,0,2,15,14,-1,0,2,0,1,0.83716158,0
management,married,secondary,29,160,0,0,0,2,844,2,-1,0,2,0,1,0.948364398,0
admin.,married,secondary,34,0,1,0,0,2,30,4,-1,0,2,0,1,0.80892988,0
entrepreneur,divorced,secondary,40,201,1,0,0,2,25,2,-1,0,2,0,1,0.946658395,0
technician,single,secondary,30,237,0,0,0,2,112,2,-1,0,2,0,1,0.945165835,0
blue-collar,married,primary,48,683,1,0,0,2,144,5,209,12,0,0,1,0.711700611,0
services,single,secondary,28,217,1,0,0,2,379,3,-1,0,2,0,1,0.611897591,0
entrepreneur,married,tertiary,48,354,1,0,0,2,37,4,-1,0,2,0,1,0.947223933,0
blue-collar,single,secondary,31,42,0,0,0,2,473,3,12,2,2,0,1,0.581222503,0
unemployed,single,primary,27,799,0,0,0,2,106,4,-1,0,2,0,1,0.522560404,0
management,married,secondary,54,2895,1,0,0,2,20,2,256,1,0,0,1,0.969223826,0
blue-collar,married,secondary,47,0,1,0,0,2,168,4,180,2,2,0,1,0.826023779,0
unemployed,married,secondary,41,5608,0,0,0,2,64,2,-1,0,2,0,1,0.827324918,0
self-employed,married,secondary,44,304,1,0,0,3,15,5,-1,0,2,0,1,0.502700154,0
management,single,unknown,27,3196,0,0,0,2,10,2,-1,0,2,0,1,0.874637747,0
services,married,unknown,41,230,1,0,0,2,155,3,-1,0,2,0,1,0.618903139,0
admin.,single,secondary,27,-172,0,1,0,2,125,5,-1,0,2,0,1,0.841135816,0
management,married,tertiary,25,103,0,0,0,2,52,9,-1,0,2,0,1,0.871873056,0
admin.,married,secondary,34,0,1,0,0,2,97,1,85,1,0,1,1,0.87777688,0
unemployed,married,tertiary,38,380,0,0,0,2,100,1,-1,0,2,0,1,0.679475223,0
management,married,tertiary,43,40,0,0,0,2,147,1,-1,0,2,1,1,0.923262747,0
admin.,married,tertiary,27,73,0,0,0,2,159,1,-1,0,2,1,1,0.986919165,0
self-employed,married,tertiary,33,627,1,0,0,2,208,2,-1,0,2,0,1,0.64879251,0
technician,married,tertiary,57,2887,1,0,0,2,123,1,-1,0,2,0,1,0.657528276,0
management,married,tertiary,31,3,1,1,0,2,331,1,-1,0,2,1,1,0.863394694,0
management,married,secondary,33,369,0,0,0,2,446,1,-1,0,2,1,1,0.873370025,0
management,divorced,tertiary,58,26831,0,0,0,2,56,18,-1,0,2,0,1,0.855988445,0
management,single,secondary,31,0,0,0,1,2,112,4,85,2,0,0,1,0.599502046,0
management,married,tertiary,31,2603,1,0,0,2,280,4,-1,0,2,1,1,0.906296709,0
admin.,married,secondary,37,1314,1,0,0,2,118,4,210,3,0,1,1,0.844770236,0
technician,married,tertiary,37,127,1,0,0,2,71,1,-1,0,2,1,1,0.673688503,0
self-employed,single,tertiary,27,970,1,0,0,2,55,2,-1,0,2,0,1,0.521159829,0
admin.,divorced,secondary,54,1872,0,0,0,2,439,5,-1,0,2,1,1,0.657393944,0
student,single,secondary,35,188,1,0,0,2,75,3,200,5,0,1,1,0.505105547,0
admin.,divorced,secondary,44,397,1,1,0,2,127,1,257,1,2,1,1,0.797912849,0
services,married,secondary,37,1543,1,0,0,2,138,2,-1,0,2,1,1,0.766704722,0
blue-collar,single,secondary,21,2265,0,0,0,2,92,2,-1,0,2,1,1,0.749250071,0
technician,married,secondary,51,195,1,0,0,2,105,1,92,1,0,0,1,0.861524722,0
technician,married,secondary,51,196,1,1,0,2,88,1,-1,0,2,1,1,0.934457206,0
student,single,secondary,26,620,0,0,0,2,104,1,-1,0,2,1,1,0.944022373,0
management,divorced,tertiary,62,5943,0,0,0,3,196,4,-1,0,2,1,1,0.962161202,0
admin.,married,secondary,38,755,1,0,0,2,120,1,-1,0,2,1,1,0.505018227,0
retired,married,secondary,71,2850,0,0,0,2,185,1,-1,0,2,1,1,0.508708501,0
admin.,single,secondary,26,827,1,0,0,2,97,1,-1,0,2,0,1,0.929842441,0
retired,married,primary,61,197,0,0,0,2,113,1,-1,0,2,1,1,0.789736875,0
self-employed,single,tertiary,29,8749,0,0,0,3,141,7,-1,0,2,0,1,0.696662199,0
entrepreneur,married,primary,51,1443,0,0,0,2,172,10,-1,0,2,1,1,0.876315105,0
technician,married,secondary,39,4101,1,0,0,2,146,2,264,1,2,1,1,0.565449694,0
technician,single,tertiary,30,985,1,0,0,2,88,2,-1,0,2,0,1,0.507490842,0
management,divorced,tertiary,56,722,0,0,0,2,134,3,94,2,0,0,1,0.516277173,0
student,single,secondary,21,164,0,0,0,2,78,5,-1,0,2,0,1,0.93777755,0
management,married,tertiary,48,1808,1,0,0,2,245,1,-1,0,2,1,1,0.963055331,0
housemaid,married,unknown,62,2021,0,0,0,3,361,1,-1,0,2,1,1,0.861219052,0
admin.,single,tertiary,26,313,0,1,0,2,210,2,-1,0,2,1,1,0.568691445,0
services,single,tertiary,34,88,0,0,0,2,180,1,-1,0,2,0,1,0.587484543,0
blue-collar,married,primary,54,258,0,0,0,3,29,1,-1,0,2,0,1,0.751775279,0
management,married,tertiary,41,144,0,0,0,2,123,3,-1,0,2,0,1,0.930979853,0
technician,married,secondary,53,264,0,0,0,3,429,4,-1,0,2,0,1,0.962247166,0
technician,single,secondary,30,601,0,0,0,2,154,1,-1,0,2,0,1,0.699958143,0
admin.,single,tertiary,25,760,1,0,0,2,58,2,-1,0,2,0,1,0.708639118,0
management,married,unknown,50,8345,0,0,0,2,194,1,261,1,0,1,1,0.978307505,0
technician,married,secondary,46,3434,0,1,0,2,115,1,-1,0,2,1,1,0.631188258,0
technician,single,tertiary,33,1636,1,0,0,2,165,1,-1,0,2,1,1,0.716157436,0
blue-collar,single,primary,39,581,1,0,0,2,233,1,270,1,2,1,1,0.705951611,0
technician,married,secondary,33,218,1,1,0,3,169,4,-1,0,2,0,1,0.914295743,0
management,married,tertiary,34,1036,1,0,0,2,78,4,103,7,0,0,1,0.697095059,0
technician,divorced,tertiary,36,1381,0,0,0,2,149,1,-1,0,2,0,1,0.85156456,0
management,single,tertiary,29,92,0,0,0,2,175,5,-1,0,2,1,1,0.679877255,0
admin.,married,unknown,35,1055,0,0,0,2,59,2,-1,0,2,0,1,0.514732118,0
blue-collar,single,secondary,33,1925,1,0,0,2,76,2,-1,0,2,0,1,0.855826897,0
retired,divorced,secondary,94,1234,0,0,0,2,212,1,-1,0,2,0,1,0.632102047,0
technician,married,secondary,47,293,0,0,0,2,499,1,-1,0,2,1,1,0.68943797,0
admin.,married,secondary,38,2549,0,0,0,2,103,1,-1,0,2,0,1,0.733416512,0
unknown,single,tertiary,37,0,0,0,0,2,426,1,-1,0,2,1,1,0.539573687,0
retired,married,secondary,68,1316,0,0,0,3,92,5,-1,0,2,0,1,0.512941501,0
management,married,tertiary,33,250,0,0,0,2,377,6,-1,0,2,1,1,0.653957518,0
student,single,tertiary,27,0,0,0,0,2,82,3,-1,0,2,1,1,0.768101311,0
retired,married,secondary,60,404,0,0,0,2,308,2,196,2,0,1,1,0.612346428,0
retired,single,unknown,72,588,0,1,0,2,66,3,-1,0,2,0,1,0.551649988,0
management,married,unknown,59,8674,0,0,0,2,64,1,-1,0,2,0,1,0.612398499,0
admin.,married,secondary,36,2061,1,1,0,2,53,3,-1,0,2,0,1,0.861963446,0
admin.,divorced,secondary,45,2353,1,0,0,2,182,1,107,2,2,1,1,0.693342297,0
admin.,single,secondary,29,873,0,0,0,2,41,2,-1,0,2,0,1,0.645030255,0
technician,single,secondary,28,5763,0,1,0,2,196,2,-1,0,2,1,1,0.690730854,0
management,single,secondary,26,651,0,1,0,2,84,1,-1,0,2,0,1,0.964307791,0
student,single,tertiary,30,2539,0,0,0,3,199,5,-1,0,2,1,1,0.967050834,0
technician,married,secondary,29,2326,0,0,0,2,195,1,-1,0,2,1,1,0.847872373,0
management,single,tertiary,36,811,0,0,0,2,229,1,-1,0,2,1,1,0.529977183,0
management,married,tertiary,47,2351,0,0,0,2,80,1,-1,0,2,1,1,0.858793464,0
technician,single,secondary,23,3092,0,0,0,2,56,2,-1,0,2,0,1,0.811665107,0
admin.,single,secondary,34,4447,1,0,0,2,75,2,-1,0,2,0,1,0.67370632,0
technician,single,tertiary,28,3623,0,0,0,2,261,1,-1,0,2,1,1,0.828477916,0
admin.,single,secondary,27,464,0,0,0,2,103,1,-1,0,2,0,1,0.636807578,0
services,married,secondary,52,2993,0,0,0,2,96,6,-1,0,2,0,1,0.877981071,0
unemployed,married,secondary,59,0,0,0,0,2,74,1,-1,0,2,0,1,0.920957348,0
admin.,divorced,secondary,34,1085,0,0,0,2,101,7,-1,0,2,1,1,0.618241555,0
management,married,tertiary,43,2987,0,0,0,2,103,3,-1,0,2,0,1,0.861157325,0
entrepreneur,single,tertiary,32,-34,1,0,0,2,101,1,-1,0,2,1,1,0.626908125,0
management,married,tertiary,44,423,0,0,0,2,2330,5,-1,0,2,1,1,0.871546056,0
technician,divorced,tertiary,49,1807,1,0,0,2,229,1,-1,0,2,1,1,0.719121475,0
management,single,tertiary,37,33,1,0,0,2,186,1,-1,0,2,1,1,0.957191738,0
management,single,tertiary,30,3473,0,0,0,2,1209,2,-1,0,2,1,1,0.963193074,0
blue-collar,married,secondary,47,238,1,1,0,2,3076,1,-1,0,2,1,1,0.670943506,0
management,married,tertiary,61,5157,0,0,0,2,432,1,-1,0,2,0,1,0.598107279,0
technician,divorced,tertiary,45,10768,1,0,0,2,104,2,-1,0,2,0,1,0.532845828,0
student,single,secondary,28,459,0,0,0,2,83,13,-1,0,2,0,1,0.81987217,0
entrepreneur,divorced,tertiary,36,3407,0,0,0,2,392,4,-1,0,2,1,1,0.786879535,0
student,single,secondary,22,2139,0,0,0,2,133,8,-1,0,2,0,1,0.519145748,0
management,single,tertiary,30,201,1,0,0,2,325,2,-1,0,2,1,1,0.945739936,0
self-employed,single,tertiary,26,657,0,1,0,2,159,2,-1,0,2,0,1,0.694513674,0
management,single,tertiary,26,2786,0,0,0,2,415,1,-1,0,2,1,1,0.788148727,0
management,single,tertiary,46,6651,0,0,0,2,233,1,-1,0,2,0,1,0.810036461,0
admin.,single,secondary,37,127,0,0,0,2,83,4,-1,0,2,0,1,0.842029479,0
management,divorced,tertiary,46,-130,1,0,0,2,144,2,-1,0,2,1,1,0.673616362,0
admin.,single,tertiary,26,689,0,0,0,2,78,1,-1,0,2,0,1,0.52174075,0
management,single,tertiary,34,212,0,0,0,2,278,8,-1,0,2,1,1,0.811713093,0
student,single,secondary,24,1250,0,0,0,2,411,2,-1,0,2,1,1,0.719775223,0
management,divorced,tertiary,41,25,1,1,0,2,117,2,-1,0,2,1,1,0.65528858,0
management,married,secondary,39,2981,0,0,0,2,200,1,-1,0,2,1,1,0.523854758,0
blue-collar,married,secondary,40,5,0,0,0,2,86,2,-1,0,2,0,1,0.518429331,0
housemaid,married,primary,57,571,0,0,0,2,181,2,-1,0,2,0,1,0.976854057,0
management,married,tertiary,58,1384,1,0,0,2,342,1,-1,0,2,1,1,0.940672163,0
management,divorced,unknown,57,0,0,0,0,2,102,1,-1,0,2,0,1,0.686102241,0
services,married,secondary,50,0,1,0,0,2,689,2,-1,0,2,0,1,0.941674912,0
management,single,tertiary,33,215,1,0,0,2,101,1,-1,0,2,0,1,0.686206535,0
technician,married,secondary,57,3858,0,0,0,2,558,1,-1,0,2,0,1,0.805079814,0
retired,married,unknown,69,647,0,0,0,3,199,1,-1,0,2,0,1,0.57352752,0
management,married,tertiary,47,3663,0,0,0,2,364,3,-1,0,2,1,1,0.969732235,0
retired,divorced,primary,73,2308,0,0,0,3,163,2,-1,0,2,1,1,0.938264645,0
management,married,tertiary,36,9324,1,0,0,2,138,8,-1,0,2,0,1,0.787191549,0
admin.,married,secondary,60,7336,0,0,0,2,494,1,-1,0,2,0,1,0.554866552,0
technician,single,tertiary,34,2658,1,0,0,2,265,1,230,2,0,0,1,0.919264665,0
housemaid,divorced,secondary,55,0,0,0,0,2,829,1,-1,0,2,0,1,0.666854269,0
technician,single,tertiary,32,392,1,0,0,2,957,2,131,2,0,0,1,0.535414176,0
management,divorced,tertiary,46,10469,1,0,0,2,202,2,-1,0,2,0,1,0.698989973,0
blue-collar,married,secondary,47,398,1,1,0,2,274,1,238,2,0,0,1,0.841752993,0
blue-collar,single,tertiary,38,172,1,0,0,2,1176,1,-1,0,2,1,1,0.549026911,0
technician,single,tertiary,27,393,0,0,0,2,165,2,-1,0,2,1,1,0.642597613,0
blue-collar,married,secondary,34,1924,1,1,0,2,161,2,253,1,0,0,1,0.810750425,0
services,divorced,secondary,45,396,1,1,0,2,251,4,329,4,0,0,1,0.543536603,0
management,divorced,tertiary,58,315,1,0,0,2,121,2,135,2,0,0,1,0.633041014,0
management,divorced,tertiary,49,20727,0,0,0,2,285,3,132,2,0,0,1,0.871105666,0
student,single,unknown,19,779,0,0,0,2,184,4,-1,0,2,1,1,0.634248377,0
services,married,secondary,52,2070,0,0,0,3,74,3,-1,0,2,0,1,0.588207157,0
services,married,unknown,41,1236,1,0,0,2,229,2,-1,0,2,0,1,0.759421807,0
self-employed,married,tertiary,35,1250,1,0,0,2,361,1,136,1,2,0,1,0.795671147,0
management,single,tertiary,30,0,1,0,0,2,293,2,314,2,0,0,1,0.571270094,0
admin.,single,secondary,35,663,1,0,0,2,359,3,-1,0,2,0,1,0.588832529,0
services,married,secondary,40,879,1,1,0,2,349,3,-1,0,2,0,1,0.949125648,0
management,married,primary,45,4629,0,0,0,3,285,2,-1,0,2,0,1,0.725675929,0
student,single,primary,24,1283,0,0,0,2,225,2,-1,0,2,0,1,0.782696531,0
management,married,tertiary,57,1631,1,0,0,2,254,2,261,3,0,0,1,0.657758621,0
blue-collar,married,primary,39,176,1,1,0,2,189,2,-1,0,2,0,1,0.820143354,0
entrepreneur,married,secondary,44,887,1,0,0,2,93,2,-1,0,2,0,1,0.794724439,0
entrepreneur,single,tertiary,54,5417,1,0,0,2,376,1,-1,0,2,0,1,0.908886089,0
admin.,married,secondary,35,3187,1,0,0,2,445,1,135,3,0,0,1,0.551105069,0
services,single,secondary,31,695,1,0,0,2,314,1,318,1,0,0,1,0.785427074,0
blue-collar,single,secondary,34,-60,0,0,1,2,84,1,332,1,0,0,1,0.9888976,0
