time,tweets,role
7/24/2016 0:00,"CNN ""panels are so one sided, almost all against Trump...don't watch CNN"" ",candidate
7/18/2016 0:00,"CNN ""is the worst...they go to their dumb, one-sided panels when a podium speaker is for Trump"" ",candidate
7/17/2016 0:00,"CNN ""is all negative...guests are stacked for Crooked Hillary...I don't watch"" ",candidate
7/17/2016 0:00,"CNN ""CNN is the Clinton News Network and people don't like"" ",candidate
7/13/2016 5:26, Is Supreme Court Justice Ruth Bader Ginsburg going to apologize to me for her misconduct? Big mistake by an incompetent judge! [Twitter for iPhone] link,candidate
7/10/2016 0:00,"CNN's John King ""underachieving...one hour of lies...few people are watching"" ",candidate
7/6/2016 6:21," Crooked Hillary has once again been proven to be a person who is dishonest, incompetent and of very bad judgement. [Twitter for Android] link",candidate
7/6/2016 0:00,"Chuck Todd ""sleepy eyes...a man with so little touch for politics"" ",candidate
7/3/2016 0:00,". Meet the Press ""totally biased against me"" ",candidate
7/2/2016 0:00,". NY Times ""these people are sick"" ",candidate
6/30/2016 0:00,". NBC News ""very dishonest"" ",candidate
6/27/2016 0:00,"CNN ""all negative when it comes to me. I don't watch it anymore."" ",candidate
6/26/2016 0:00,". George Will ""one of the most overrated political pundits ",candidate
6/23/2016 0:00,"CNN ""totally biased in favor of Clinton"" ",candidate
6/23/2016 0:00,"CNN ""Clinton News Network is losing all credibility. I’m not watching it much anymore"" ",candidate
6/19/2016 0:00,". NY Times ""failing @NYTimes fraudulently shows an empty room prior to my speech, when in fact, it was packed"" ",candidate
6/13/2016 0:00,"CNN ""total distortion of my words and what I am saying"" ",candidate
6/8/2016 0:00,". Morning Joe ""nobody is watching...gone off the deep end - bad ratings"" ",candidate
6/5/2016 0:00,"CNN ""Clinton News Network...getting more and more biased...act so indignant"" ",candidate
6/5/2016 0:00,"CNN ""so biased against me...shows are predictable garbage...CNN and MSM is one big lie"" ",candidate
6/3/2016 0:00,". Morning Joe ""small audience, low ratings...I hear Mika has gone wild with hate"" ",candidate
6/2/2016 2:15, Crooked Hillary no longer has credibility - too much failure in office. People will not allow another four years of incompetence! [Twitter for Android] link,candidate
5/31/2016 0:00,". Katie Couric ""third rate reporter...who has been largely forgotten"" ",candidate
5/21/2016 0:00,"CNN ""so negative, getting even worse as I get closer...turning off"" ",candidate
5/20/2016 0:00,". NY Times ""every article is unfair and biased...very sad"" ",candidate
5/19/2016 0:00,". NY Times ""disgusting fraud"" ",candidate
5/16/2016 0:00,". NY Times ""failing @nytimes is greatly embarrassed by the totally dishonest story they did"" ",candidate
5/16/2016 0:00,". NY Times ""who can believe what they write after the false, malicious & libelous story they did on me"" ",candidate
5/15/2016 0:00,". NY Times ""high ranking people laughing at the stupidity of the failing @nytimes piece"" ",candidate
5/14/2016 0:00,"CNN ""very unprofessional...hurting in ratings - bad television"" ",candidate
5/9/2016 0:00,". Morning Joe ""really hostile ever since I said I won't do or watch the show anymore"" ",candidate
5/6/2016 0:00,". Joe Scarborough ""not much power or insight"" ",candidate
5/6/2016 0:00,". Morning Joe ""rapidly fading"" ",candidate
4/26/2016 0:00,". NY Times ""how bad is the New York Times—the most inaccurate coverage constantly"" ",candidate
4/25/2016 0:00,". NY Times ""happy to hear how badly the @nytimes is doing...seriously failing paper"" ",candidate
4/20/2016 0:00,"CNN ""so negative it is impossible to watch...terrible panel, angry haters"" ",candidate
4/10/2016 0:00,". NY Times ""purposely covers me so inaccurately"" ",candidate
4/5/2016 0:00,". Politico ""in total disarray with almost everybody quitting...bad, dishonest journalists"" ",candidate
4/2/2016 0:00,". Megyn Kelly ""terrible show...totally misrepresents my words and positions! BAD"" ",candidate
3/30/2016 0:00,"David Gregory ""thrown off of TV by NBC, fired like a dog...being nasty to me...not nice"" ",candidate
3/29/2016 0:00,"CNN ""nothing but my opponents on their shows...really one-sided and unfair reporting"" ",candidate
3/27/2016 0:00,"Chuck Todd ""sleepy eyes...he is do ",candidate
3/24/2016 0:00,". The View ""failing so badly...soon be taken off thr air"" ",candidate
3/24/2016 0:00,". The View ""explain how the women on The View...ever got their jobs...total disaster"" ",candidate
3/22/2016 9:59," Incompetent Hillary, despite the horrible attack in Brussels today, wants borders to be weak and open-and let the Muslims flow in. No way! [Twitter for Android] link",candidate
3/20/2016 0:00,". Megyn Kelly ""highly overrated anchor"" ",candidate
3/19/2016 0:00,". Megyn Kelly ""if crazy @megynkelly didn't cover me so much on her terrible show, her ratings would totally tank."" ",candidate
3/19/2016 0:00,". NY Times' David Brooks ""one of the dumbest of all pundits...no sense of the real world"" ",candidate
3/19/2016 0:00,". NY Times' David Brooks ""total waste of time, he is a clown with no awareness of the world...dummy"" ",candidate
3/18/2016 0:00,"Erick Erickson ""got fired like a dog from RedState"" ",candidate
3/18/2016 0:00,". Megyn Kelly ""boycott the @megynkelly show...she is sick, & the most overrated person on tv"" ",candidate
3/17/2016 0:00,". Megyn Kelly ""highly overrated & crazy...always complaining about Trump"" ",candidate
3/17/2016 0:00,". Wall Street Journal ""bad at math...nobody cares what they say in their editorials anymore"" ",candidate
3/17/2016 0:00,". Wall Street Journal ""dummies"" ",candidate
3/16/2016 0:00,". Megyn Kelly ""can't watch Crazy Megyn anymore"" ",candidate
3/16/2016 0:00,". Megyn Kelly ""Crazy @megynkelly is unwatchable"" ",candidate
3/13/2016 0:00,". NY Times ""truly one of the worst newspapers...knowingly write lies...really bad people"" ",candidate
3/10/2016 0:00,"Fox News ""totally biased and disgusting reporting"" ",candidate
3/6/2016 0:00,". Meet the Press ""1 hour hit job on me today – totally biased and mostly false...dishonest media"" ",candidate
3/6/2016 0:00,". NY Times' David Brooks ""closing in on being the dumbest of them all...he doesn’t have a clue"" ",candidate
2/23/2016 0:00,". O'Reilly Factor ""big fat hit job on @oreillyfactor tonight...total waste of time to watch, boring and biased"" ",candidate
2/22/2016 8:29," Just watched the very incompetent Mitt Romney Campaign Strategist, Stuart Stevens. Now I know why Mitt lost so badly. Stevens is a clown! [Twitter for Android] link",candidate
2/21/2016 0:00,". Wall Street Journal ""failing...should fire both its pollster and its Editorial Board...seldom has a paper been so wrong...totally biased"" ",candidate
2/17/2016 0:00,"Fox News ""so biased it is disgusting...they do not want Trump to win...all negative"" ",candidate
2/17/2016 0:00,". Megyn Kelly ""without me her ratings would tank...get a life Megyn"" ",candidate
2/14/2016 7:59," ""@autumnandews08: @realDonaldTrump @JebBush Jeb is incompetent and will lose, don't waste your energy on that cry baby!"" [Twitter for Android] link",candidate
2/14/2016 0:00,"Fox News ""only puts negative people on...biased - a total joke"" ",candidate
2/12/2016 0:00,". NY Daily News ""failing...destroyed by little Morty Zuckerman...it's dead"" ",candidate
2/11/2016 0:00,". NY Daily News ""worthless...bleeding red ink - a total loser"" ",candidate
2/10/2016 0:00,". NY Daily News ""worthless...liabilities are massive"" ",candidate
2/6/2016 0:00,"Cheri Jacobus ""really dumb...begged my people for a job...major loser, zero credibility"" ",candidate
2/3/2016 0:00,"Cheri Jacobus ""begged us for a job...we said no and she went hostile...a real dummy"" ",candidate
1/29/2016 0:00,"Charles Krauthammer ""biased...flunky"" ",candidate
1/27/2016 0:00,"Fox News ""statement put out yesterday by @FoxNews was a disgrace to good broadcasting and journalism...nasty & dumb "" ",candidate
1/27/2016 0:00,". Megyn Kelly ""I refuse to call Megyn Kelly a bimbo...I will only call her a lightweight reporter"" ",candidate
1/26/2016 0:00,"Fox News ""pathetic attempt by @foxnews to try and build up ratings...without me they'd have no ratings"" ",candidate
1/24/2016 0:00,". Glenn Beck ""crying @GlennBeck...dumb as a rock"" ",candidate
1/24/2016 0:00,". National Review ""doomed"" ",candidate
1/23/2016 0:00,". Glenn Beck ""irrelevant...refused to do his failing show...very few listeners"" ",candidate
1/23/2016 0:00,". Megyn Kelly ""conflict of interest and bias...should not be allowed to be a moderator of the next debate"" ",candidate
1/23/2016 0:00,". National Review's Brent Bozell ""lightweights...came to my office begging for money like a dog"" ",candidate
1/22/2016 0:00,". National Review ""failing"" ",candidate
1/22/2016 0:00,". National Review ""William F. Buckley would be ashamed of what had happened to his prize...dying"" ",candidate
1/22/2016 0:00,". National Review ""very few people read...only knows how to criticize, but not how to lead"" ",candidate
1/22/2016 0:00,". National Review ""failing publication...circulation is way down w its influence being at an all time low"" ",candidate
1/22/2016 0:00,". National Review ""dying...have been losing for years"" ",candidate
1/22/2016 0:00,". Washington Post ""tax scam...most inaccurate stories of all...really dishonest reporting"" ",candidate
1/21/2016 0:00,"CNN's Alisyn Camerota ""treats me very badly...a disaster"" ",candidate
1/21/2016 0:00,". Glenn Beck ""wacko...a failing, crying, lost soul"" ",candidate
1/19/2016 0:00,". NY Times ""really disgusting that the failing New York Times allows dishonest writers to totally fabricate stories"" ",candidate
1/19/2016 0:00,". NY Times' Frank Bruni ""dope"" ",candidate
1/16/2016 0:00,". Frank Luntz ""total clown...has zero credibility"" ",candidate
1/12/2016 0:00,"CBS's Major Garrett ""covers me very inaccurately...total agenda, bad reporter"" ",candidate
1/11/2016 0:00,". Megyn Kelly ""she is so average in every way, who the hell wants to woo her"" ",candidate
1/11/2016 0:00,". New Hampshire Union Leader ""failing...paper won't survive, highly unethical"" ",candidate
1/11/2016 0:00,". Tavis Smiley ""hater & racist...waste good airtime"" ",candidate
1/10/2016 0:00,". New Hampshire Union Leader ""lost all credibility...circulation dropping to record lows...aren't worthy of representing the great people NH"" ",candidate
1/10/2016 0:00,". New Hampshire Union Leader ""kicked out of the ABC News debate like a dog"" ",candidate
1/9/2016 0:00,". New Hampshire Union Leader ""unethical record"" ",candidate
1/7/2016 0:00,". New Hampshire Union Leader ""failing...how stupid, how desperate"" ",candidate
1/7/2016 0:00,". The View's Joy Behar ""fired from her last show for lack of ratings"" ",candidate
1/7/2016 0:00,". The View's Whoopi Goldberg ""terrible...@TheView...is now in total freefall"" ",candidate
1/5/2016 0:00,". New Hampshire Union Leader ""circulation in NH has dropped...bad management...begged me for ads"" ",candidate
1/3/2016 0:00,". Washington Post's Ruth Marcus ""terrible today on Face The Nation...no focus, poor level of concentration"" ",candidate
12/31/2015 0:00,". New Hampshire Union Leader ""dying...run into the ground by publisher ""Stinky"" Joe McQuaid"" ",candidate
12/25/2015 3:31," Our great VETERANS are being treated very badly because of corruption and incompetence at the V.A. That will stop, I will fix this quickly! [Twitter for Android] link",candidate
12/25/2015 0:00,"Chuck Todd ""so dishonest in his reporting...no ratings"" ",candidate
12/21/2015 12:38, It's the Democrats' total weakness & incompetence that gave rise to ISIS -- not a tape of Donald Trump that was an admitted Hillary lie! [Twitter Web Client] link,candidate
12/21/2015 7:34," Hillary said with respect to ISIS, ""we are finally where we need to be."" Do we want 4 more years of incompetent leadership? MAGA! [Twitter for Android] link",candidate
12/18/2015 3:43, .@JebBush has embarrassed himself & his family with his incompetent campaign for President. He should remain true to himself. [Twitter Web Client] link,candidate
12/16/2015 0:00,". Glenn Beck ""got fired like a dog by #Fox...he is irrelevant"" ",candidate
12/15/2015 0:00,"Fox News ""not fair!"" ",candidate
12/15/2015 0:00,". Megyn Kelly ""too bad dopey @megynkelly lies"" ",candidate
12/15/2015 0:00,". Megyn Kelly ""most overrated anchor at @FoxNews"" ",candidate
12/15/2015 0:00,". Megyn Kelly ""very bad at math"" ",candidate
12/9/2015 0:00,"CNN's S.E. Cupp ""totally biased loser who doesn't have a clue"" ",candidate
12/6/2015 0:00,"Chuck Todd ""getting terrible ratings...I saved his job, but Chuck still not nice"" ",candidate
12/5/2015 7:39," @Maddow, you copied incompetent @KatyTurNBC incorrect story. I'm sure you would like to apologize to me on show. Thank you for the courtesy. [Twitter for iPhone] link",candidate
12/5/2015 0:00,". NBC's Katy Tur ""3rd rate reporter"" ",candidate
12/5/2015 0:00,". NBC's Katy Tur ""should be fired for dishonest reporting"" ",candidate
12/4/2015 10:00," The virtually incompetent Republican Strategist who has had a failed career, Cheri Jacobus, is incoherent with anger that her puppets died! [Twitter for Android] link",candidate
12/4/2015 0:00,". Washington Post's Jennifer Rubin ""one of the dumber bloggers"" ",candidate
12/3/2015 0:00,". Politico ""3rd rate $ losing...no credibility"" ",candidate
12/3/2015 0:00,". Politico's Ben Schreckenger ""major lightweight with no credibility...so dishonest"" ",candidate
12/1/2015 0:00,". Washington Post's Jennifer Rubin ""highly untalented...a real dummy...low IQ"" ",candidate
11/30/2015 0:00,"CNN's Errol Louis ""doesn't have a clue"" ",candidate
11/29/2015 0:00,"ABC's Cookie Roberts ""so wrong for so long...lost all credibility...just another sad case"" ",candidate
11/28/2015 0:00,"CNN ""so totally one-sided and biased against me that it is becoming boring"" ",candidate
11/27/2015 4:44," ""@MargaretCrowth1: @realDonaldTrump Incompetence now the norm. NYTimes is an example. Need competent leader as role model. Trump2016"" [Twitter for Android] link",candidate
11/26/2015 0:00,". NY Times ""failing...3 boring articles, today"" ",candidate
11/25/2015 8:41," So, since the people at the @nytimes have made all bad decisions over the last decade, why do people care what they write. Incompetent! [Twitter for Android] link",candidate
11/25/2015 0:00,". NY Times ""all bad decisions over the last decade...incompetent"" ",candidate
11/25/2015 0:00,". NY Times ""numbers at the @nytimes are so dismal...once great institution-SAD"" ",candidate
11/25/2015 0:00,". NY Times ""so poorly run and managed"" ",candidate
11/23/2015 0:00,"Associated Press ""extremely dishonest reporting"" ",candidate
11/21/2015 0:00,"Associated Press ""totally lost its way...stories are fictional garbage"" ",candidate
11/20/2015 4:38, .@HillaryClinton is weak on illegal immigration & totally incompetent as a manager and leader - no strength or stamina to be #POTUS! [Twitter for iPhone] link,candidate
11/13/2015 0:00,". Shepard Smith ""so totally biased...should be ashamed of himself"" ",candidate
11/12/2015 0:00,". Wall Street Journal ""dummies...totally incorrect editorial on me"" ",candidate
11/9/2015 0:00,"CNN's Ana Navarro ""no talent, no TV persona"" ",candidate
11/6/2015 0:00,". Fox News' Chris Stirewalt ""one of the dumbest political pundits on television...dope"" ",candidate
11/2/2015 0:00,". NY Times' Charles Blow ""dishonest reporting"" ",candidate
10/31/2015 0:00,"Fortune Magazine ""few people know that @FortuneMagazine is still in business"" ",candidate
10/31/2015 0:00,". John Oliver ""very boring and low rated show"" ",candidate
10/29/2015 0:00,". Glenn Beck ""failing host...mental basketcase"" ",candidate
10/29/2015 0:00,". Politico ""very untalented reporters"" ",candidate
10/29/2015 0:00,". Politico ""money losing...dumbest and most slanted of the political sites...losers"" ",candidate
10/26/2015 0:00,"Bill Kristol ""dopey...lost all credibility with so many dumb statements"" ",candidate
10/18/2015 0:00,". Wall Street Journal ""some of the dumbest people on television work for the Wall Street Journal"" ",candidate
10/10/2015 0:00,"Barry Diller ""lost a fortune on Newsweek and Daily Beast...sad and pathetic figure"" ",candidate
10/8/2015 0:00,"Erick Erickson ""total low life...dummy with no ""it"" factor"" ",candidate
10/8/2015 0:00,"Erick Erickson ""fired like a dog...just doesn't have IT"" ",candidate
10/8/2015 0:00,". Glenn Beck ""wacky...always seems to be crying...a real nut job"" ",candidate
10/8/2015 0:00,". Glenn Beck ""viewers & ratings are way down & he has become irrelevant"" ",candidate
10/8/2015 0:00,". Politico ""one of the most dishonest political outlets...losing a fortune...pure scum"" ",candidate
10/7/2015 0:00,". Politico ""clowns...totally dishonest reporting."" ",candidate
10/7/2015 0:00,". Politico ""has no power...so dishonest"" ",candidate
10/5/2015 3:46, The incompetence of our current administration is beyond comprehension. TPP is a terrible deal. [Twitter Web Client] link,candidate
9/24/2015 0:00,". Politico ""not read or respected by many, may be the most dishonest"" ",candidate
9/24/2015 0:00,". Politico ""failing...losing lots of money...really dishonest!"" ",candidate
9/23/2015 8:21, Incompetent @RichLowry lost it tonight on @FoxNews. He should not be allowed on TV and the FCC should fine him! [Twitter for iPhone] link,candidate
9/23/2015 0:00,". Rich Lowry ""incompetent...should not be allowed on TV"" ",candidate
9/22/2015 0:00,". Megyn Kelly ""lightweight...highly overrated"" ",candidate
9/21/2015 0:00,". O'Reilly Factor ""very negative to me in refusing to to post the great polls"" ",candidate
9/21/2015 0:00,". Rich Lowry ""truly one of the dumbest of the talking heads - he doesn't have a clue"" ",candidate
9/7/2015 2:35, Both Washington D.C. and DALLAS are turning out to be really big events. D.C. is protest of incompetent Iran deal and Dallas is big speech! [Twitter for Android] link,candidate
9/6/2015 3:37," I will be in Washington D.C. on Wednesday,1 P.M.,in front of the Capitol, to protest the horrible and incompetent deal being made with Iran. [Twitter for Android] link",candidate
9/5/2015 0:00,". Hugh Hewitt ""very low ratings radio host"" ",candidate
9/5/2015 0:00,". Hugh Hewitt ""very low ratings...just a 3rd rate ""gotcha"" guy"" ",candidate
9/5/2015 0:00,". Meghan McCain ""terrible on @TheFive yesterday...angry and obnoxious...she will never make it on T.V."" ",candidate
9/2/2015 9:35, The deal with Iran will go down as one of the most incompetent ever made. The U.S. lost on virtually every point. We just don't win anymore! [Twitter for Android] link,candidate
8/24/2015 0:00,". Megyn Kelly ""must have had a terrible vacation, she is really off her game"" ",candidate
8/20/2015 0:00,"ABC's Tom Llamas ""cannot report the news truthfully...fraudulent story"" ",candidate
8/17/2015 10:28, The polls have been really amazing--we are all tired of incompetent politicians and bad deals! http://t.co/wZiNNsvZx2 [Twitter Web Client] link,candidate
8/8/2015 0:00,"Erick Erickson ""major sleaze and buffoon"" ",candidate
8/7/2015 0:00,"Charles Krauthammer ""dopey @krauthammer should be fired"" ",candidate
8/7/2015 0:00,"Charles Krauthammer ""the hatred that clown @krauthammer has for me is unbelievable – causes him to lie"" ",candidate
8/7/2015 0:00,". Frank Luntz ""your so-called ""focus groups"" are a total joke....you are a clown"" ",candidate
8/7/2015 0:00,". Frank Luntz ""low class slob who came to my office looking for consulting work and I had zero interest"" ",candidate
8/7/2015 0:00,". Megyn Kelly ""really bombed tonight...funny to watch"" ",candidate
7/29/2015 0:00,". Harry Hurt ""dummy dope...wrote a failed book about me"" ",candidate
7/28/2015 12:17, .#IranDeal will go down as one of the dumbest & most dangerous misjudgments ever entered into in history of our country—incompetent leader! [Twitter Web Client] link,candidate
7/28/2015 1:01, Via cnsnews by @SJonesCNS: “Trump Explains His Appeal: 'People Are Tired...Of These Incompetent Politicians'” http://t.co/Y36EQiGE5a [Twitter Web Client] link,candidate
7/26/2015 8:28," ""@PaulaDuvall2: Washington politicians are either dishonest or incompetent. Must be, since 7 yrs of LAWLESSNESS in WH are ignored."" [Twitter for Android] link",candidate
7/26/2015 6:49," ""@Man_In_The_Hole: ""Our leaders are dummies. They don't know what's going on. It's true, they're incompetent. #Trump #MakeAmericaGreatAgain"" [Twitter for Android] link",candidate
7/25/2015 0:00,"Des Moines Register ""seriously failing Des Moines Register is BEGGING my team for press credentials"" ",candidate
7/23/2015 0:00,"Bill Kristol ""small and slightly failing magazine"" ",candidate
7/21/2015 0:00,"Des Moines Register ""failing...ultra liberal paper that has no power in Iowa"" ",candidate
7/20/2015 9:25, We will soon be at a point with our incompetent politicians where we will be treating illegal immigrants better than our veterans. [Twitter Web Client] link,candidate
7/20/2015 0:00,". Wall Street Journal ""ever dwindling...worth about 1/10 of what it was purchased for"" ",candidate
7/18/2015 0:00,"Arianna Huffington ""liberal clown...money losing @HuffingtonPost"" ",candidate
7/18/2015 0:00,"CNN Politics ""just plain dumb"" ",candidate
7/16/2015 0:00,". Penn Jillette ""goofball atheist...wrote letter to me begging for forgiveness"" ",candidate
7/12/2015 0:00,"Chuck Todd ""sleepy eyes @chucktodd will be fired like a dog from ratings starved Meet The Press"" ",candidate
7/12/2015 0:00,"Chuck Todd ""isn't he pathetic? Love watching him fail"" ",candidate
7/3/2015 0:00,". Juan Williams ""you ran over like a child and wanted a picture"" ",candidate
6/28/2015 0:00,". NY Daily News ""dying tabloid owned by dopey clown Mort Zuckerman...it is dead"" ",candidate
6/26/2015 0:00,". Univision ""cares far more about Mexico than it does about the U.S...controlled by the Mexican government?"" ",candidate
6/24/2015 0:00,". The View ""ratings for The View are really low...get new cast or just put it to sleep...dead T.V."" ",candidate
6/24/2015 0:00,". The View's Nicole Wallace ""doesn't have a clue...the show is close to death!"" ",candidate
6/21/2015 8:18," ""@JakeAwK: Donald Trump is the ONLY candidate that is incorruptible and he will get rid off all of the incompetence ruining our country. [Twitter for Android] link",candidate
6/21/2015 0:00,"Chris Wallace ""the great Mike Wallace covered me in a much more professional manner than his son"" ",candidate
6/19/2015 3:31, Our country is in a major crisis of incompetent leadership. We cannot continue to go on with these politicians who do nothing but talk. [Twitter Web Client] link,candidate
6/19/2015 0:00,". George Will ""goofy...boring & often wrong...a total dope"" ",candidate
6/17/2015 0:00,". NY Daily News ""loses fortune & has zero gravitas...let it die"" ",candidate
6/4/2015 0:00,"Charles Krauthammer ""one of the worst and most boring political pundits on television...totally overrated clown"" ",candidate
6/4/2015 0:00,"Charles Krauthammer ""dummy political pundit"" ",candidate
6/4/2015 0:00,"Charles Krauthammer ""pretends to be a smart guy...dummy...an overrated clown"" ",candidate
5/31/2015 0:00,". Jon Stewart ""dummy...a bad filmmaker...last effort was a real bomb"" ",candidate
5/30/2015 0:00,". Jon Stewart ""dopey...phony last name"" ",candidate
5/30/2015 0:00,". Jon Stewart ""most overrated joke on television...wiseguy with no talent...not smart, but convinces dopes he is"" ",candidate
5/30/2015 0:00,". Jon Stewart ""a joke, not very bright and totally overrated...dumb clown humor"" ",candidate
5/25/2015 6:58, The middle-class has become the new poor in this country and our incompetent politicians are unable to do anything about it.They don't care! [Twitter for Android] link,candidate
5/13/2015 3:14, I hope Tom Brady sues the hell out of the @nfl for incompetence & defamation. They will drop the case against him--and he will win. [Twitter Web Client] link,candidate
5/11/2015 0:00,". Washington Post's Chris Cillizza ""one of the dumber and least respected of the political pundits...moron"" ",candidate
4/30/2015 0:00,". The View ""the show is dying for lack of ratings"" ",candidate
4/28/2015 8:03," The best social program, by far, is a JOB! Our jobs are being taken away from us by China and many other countries - incompetent leader. [Twitter for Android] link",candidate
4/20/2015 0:00,". National Review Editor Jonah Goldberg ""really pathetic job being done by @JonahNRO...no talent means death - sad!"" ",candidate
4/20/2015 0:00,". National Review Editor Jonah Goldberg ""truly dumb as a rock...dummy"" ",candidate
4/20/2015 0:00,". Weekly Standard ""I know your business is failing"" ",candidate
4/20/2015 0:00,". Weekly Standard's Stephen Hayes ""failed writer and pundit...no success and little talent"" ",candidate
4/17/2015 0:00,". George Will ""perhaps the most boring political pundit on television...got thrown off ABC like a dog"" ",candidate
4/16/2015 1:19," My @TeamCavuto int. on simplifying the tax code, our incompetent leaders, Iran and making America great again http://t.co/qOYj0clN4j [Twitter Web Client] link",candidate
4/12/2015 0:00,". National Journal's Ron Fournier ""third rate talents with no smarts...boring guy - really bad for ratings"" ",candidate
4/6/2015 0:00,". Huffington Post ""dishonest...neither has much money - sue them and put them out of business"" ",candidate
4/6/2015 0:00,". Rolling Stone ""total joke"" ",candidate
2/24/2015 0:00,". Huffington Post ""a total joke & laughing stock of journalism, as is gross Arianna Huffington"" ",candidate
2/23/2015 6:35," The talks between the U.S. and Iran are going on forever, WORLD'S LONGEST NEGOTIATION. Obama has no idea what he is doing - incompetent! [Twitter for Android] link",candidate
2/19/2015 7:33," Record setting cold and snow, ice caps massive! The only global warming we should fear is that caused by nuclear weapons - incompetent pols. [Twitter for Android] link",candidate
2/10/2015 0:00,"Brian Williams ""I have long stated that Brian Williams was not a very smart guy"" ",candidate
2/10/2015 0:00,"Brian Williams ""not the nice guy that people think he is, has now become totally irrelevant"" ",candidate
2/10/2015 0:00,"David Axelrod ""third rate book...stammering"" ",candidate
2/10/2015 0:00,"David Axelrod ""the dog hit me even after I made a big contribution to his charity"" ",candidate
1/28/2015 0:00,". NY Post ""really lied when they covered me in Iowa...sad"" ",candidate
1/28/2015 0:00,". NY Post ""such false reporting about my big hit in Iowa"" ",candidate
1/28/2015 0:00,". O'Reilly Factor ""bad and very deceptive journalism...show must be heading in wrong direction"" ",candidate
1/27/2015 0:00,"Chuck Todd ""sleepy eyes...he bombed, franchise in ruins"" ",candidate
1/25/2015 12:33," ""@markmoran_mn: @realDonaldTrump @NBCNews would be a shock to have an experienced CEO in the WH rather than incompetent community organizers [Twitter for Android] link",candidate
1/25/2015 0:00,"Chuck Todd ""sleepy eyes...ratings on Meet the Press are setting record lows..he's a real loser"" ",candidate
1/21/2015 2:30, Via @examinercom by @Mellyora13: “Trump: Was Benghazi the result of incompetence or something more sinister?” http://t.co/MO4yzO2aSD [Twitter Web Client] link,candidate
1/14/2015 0:00,"Charlie Hebdo ""magazine would have folded - no money, no success"" ",candidate
11/4/2014 9:57, One year ago I started calling President Obama INCOMPETENT and people thought it was too tough. Tonight everyone is using that word! [Twitter for Android] link,candidate
10/23/2014 9:31," I have been saying for weeks for President Obama to stop the flights from West Africa. So simple, but he refused. A TOTAL incompetent! [Twitter for Android] link",candidate
10/20/2014 6:05, Has everyone forgotten our marine who now sits in a Mexican prison because we have a president too incompetent or too lazy to make a call? [Twitter for Android] link,candidate
10/17/2014 6:54," @DailyCaller by @AlexPappas: “Donald Trump, Headed To Iowa, Says Ebola Is Further Proof Of Obama's Incompetence” http://t.co/syk1ZiGn8y"" [Twitter for Android] link",candidate
10/17/2014 3:17," Via @DailyCaller by @AlexPappas: “Donald Trump, Headed To Iowa, Says Ebola Is Further Proof Of Obama's Incompetence” http://t.co/syk1ZiGn8y [Twitter Web Client] link",candidate
10/16/2014 3:07," My @SteveDeaceShow interview discussing Ebola, Obama’s incompetence & my trip to Iowa for @SteveKingIA on Sat. http://t.co/PWRusADvr3 [Twitter Web Client] link",candidate
10/15/2014 6:43, Obama still refuses to stop the flights. Is he stubborn or just plain incompetent - I say both! [Twitter for Android] link,candidate
10/13/2014 0:00,". Vicky Ward ""poorly written & very boring book...waste of time"" ",candidate
10/8/2014 7:20, Obama is looking like an incompetent fool in the handling of the war against.ISIS! Why isn't China and Russia helping - they gain so much! [Twitter for Android] link,candidate
10/2/2014 5:43, How incompetent are our leaders allowing these Ebola infected people to come into our country with all of the problems and danger entailed! [Twitter for Android] link,candidate
9/28/2014 0:00,"Anthony Baxter ""bias and stupidity...clowns"" ",candidate
8/25/2014 0:00,". Seth Meyers ""a total joke...very awkward with almost no talent...marbles in his mouth"" ",candidate
8/3/2014 0:00,". Frank Luntz ""works really hard but is a guy who just doesn't have it - a total loser"" ",candidate
8/1/2014 8:45," If you read my last number of tweets, only one opinion can be formed - that our President, and therefore ""leader,"" is grossly incompetent! [Twitter for Android] link",candidate
7/31/2014 9:04, Ebola patient will be brought to the U.S. in a few days - now I know for sure that our leaders are incompetent. KEEP THEM OUT OF HERE! [Twitter for Android] link,candidate
7/8/2014 5:50, The immigration crisis is a horrible mess made worse by an incompetent president who doesn't have a clue. We need new leadership FAST! [Twitter for Android] link,candidate
6/26/2014 3:22," ""@vfroe: // I'm over 70 and have never seen such , arrogance, incompetence and Ill -intentions as this President and his aids. [Twitter for Android] link",candidate
6/23/2014 0:00,". NY Daily News ""dying...loser newspaper"" ",candidate
6/23/2014 0:00,". NY Daily News ""failing...raised its prices because it’s dying...dishonest"" ",candidate
6/22/2014 0:00,". NY Times' Paul Goldberger ""loved the day Paul Goldberger got fired...faded into irrelevance"" ",candidate
6/19/2014 3:54," ""@adamwebb_uk '@PrimeMinisterSX incompetence should not be rewarded.' You gotta love DT he does call a spade a spade #honesty"" [Twitter Web Client] link",candidate
6/19/2014 3:50," ""@gootecks @PrimeMinisterSX agreed, St Maarten has so many issues and makes so many empty promises"" She's incompetent. [Twitter Web Client] link",candidate
6/19/2014 3:02, Sarah Westcot-Williams incompetence should not be rewarded. You should vote for anyone who runs against her—loser! @PrimeMinisterSX [Twitter Web Client] link,candidate
6/19/2014 2:58, Every day St. Maarten loses vital tourism dollars due to the incompetence of,candidate
