HomeValue,MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude
120000,4,6,10300,1860,6160,1780,34.6,-117.99
124000,3,32,3510,646,1730,510,34.7,-117.99
105000,2,34,1220,285,797,248,34.7,-117.99
150000,3,14,2610,514,1230,512,34.7,-117.99
144000,4,4,23400,4170,10500,3670,34.7,-117.99
140000,5,6,7430,1180,3490,1120,34.7,-117.99
126000,5,17,2480,390,1220,363,34.7,-117.99
132000,5,12,5320,875,2440,779,34.7,-117.99
96800,3,34,2160,397,1270,388,34.7,-117.99
103000,4,28,718,124,347,121,34.7,-117.99
188000,3,33,873,177,425,142,34.6,-117.99
159000,2,5,5810,1180,2600,1010,34.7,-117.99
141000,5,5,10400,1650,4560,1430,34.7,-117.99
139000,3,6,4560,804,1540,563,34.7,-117.99
138000,2,16,3910,819,1520,795,34.7,-117.99
104000,3,26,4230,823,2790,793,34.7,-117.99
225000,1,46,40,10,14,7,34.7,-117.99
130000,4,7,4920,885,2830,874,34.7,-117.99
93800,1,34,1940,500,1080,446,34.7,-117.99
109000,4,32,3670,765,1990,673,34.7,-117.99
114000,4,27,3020,501,1580,523,34.7,-117.99
101000,2,31,2670,662,1340,602,34.7,-117.99
100000,3,35,2120,374,1110,360,34.7,-117.99
120000,4,33,2820,485,1450,489,34.7,-117.99
127000,5,25,1700,342,775,309,34.7,-117.99
85400,3,17,2990,832,1570,695,34.7,-117.99
108000,3,32,1300,234,712,249,34.7,-117.99
111000,4,9,4300,900,2240,861,34.7,-117.99
147000,4,5,12300,2950,6290,2650,34.7,-117.99
247000,5,20,1260,201,551,186,34.6,-117.99
118000,5,15,2180,361,1060,300,34.7,-117.99
117000,4,27,6010,998,2680,882,34.7,-117.99
101000,4,36,1340,250,709,250,34.7,-117.99
93000,3,33,2350,461,1480,374,34.7,-117.99
86900,1,32,1160,248,588,270,34.7,-117.99
97700,3,35,1500,309,842,300,34.7,-117.99
98400,2,36,1210,317,678,290,34.7,-117.99
102000,1,12,1980,614,1070,574,34.7,-117.99
116000,4,36,2700,454,1190,452,34.7,-117.99
128000,5,33,2920,494,1370,478,34.7,-117.99
127000,4,35,3110,583,1970,545,34.7,-117.99
100000,3,34,1440,327,708,298,34.7,-117.99
94900,2,48,1380,327,696,304,34.7,-117.99
164000,5,19,3430,601,1820,571,34.8,-117.99
146000,2,16,2040,370,704,330,34.8,-117.99
163000,5,5,9080,1500,7690,1280,34.7,-117.99
172000,4,12,4880,803,2190,724,34.7,-117.99
186000,7,13,5340,773,2290,724,34.7,-117.99
168000,5,8,11300,1820,5730,1690,34.7,-117.99
140000,5,5,8350,1560,3720,1390,34.7,-117.99
127000,4,33,1780,326,913,314,34.6,-117.99
173000,6,9,1560,253,731,233,34.7,-117.99
180000,4,28,2360,408,1160,384,34.7,-117.99
138000,4,25,2630,387,1060,338,34.7,-117.99
152000,5,17,3810,662,1870,586,34.7,-117.99
140000,3,17,4000,814,2310,756,34.6,-117.99
136000,4,17,1830,348,766,335,34.6,-117.99
185000,3,19,552,129,314,106,34.7,-117.99
218000,3,18,6890,1370,2840,1220,34.6,-117.99
265000,5,31,1400,273,884,299,34.6,-117.99
149000,4,18,1860,375,913,372,34.6,-117.99
157000,5,25,3080,587,1560,510,34.7,-118.99
152000,4,10,4120,814,2160,710,34.7,-117.99
138000,1,34,81,26,53,14,34.6,-117.99
126000,3,7,681,125,485,104,34.6,-117.99
133000,3,5,5610,1060,3570,999,34.6,-117.99
136000,4,8,3480,647,2170,619,34.5,-117.99
141000,4,10,2910,559,1680,531,34.5,-117.99
136000,4,13,2820,535,1490,491,34.5,-117.99
99200,2,31,1540,416,1240,397,34.6,-117.99
96900,2,38,248,55,261,53,34.6,-117.99
228000,4,19,3560,606,1680,578,34.6,-117.99
292000,7,7,2470,336,978,332,34.6,-117.99
204000,6,2,11000,1550,4100,1370,34.6,-117.99
94500,2,33,2190,497,1460,443,34.6,-117.99
111000,4,33,2110,429,1070,397,34.6,-117.99
154000,5,5,7290,1140,3120,930,34.6,-117.99
262000,5,12,2470,408,1050,380,34.6,-117.99
222000,5,4,14300,2150,5840,1810,34.6,-117.99
181000,6,16,2570,427,1270,426,34.6,-117.99
103000,2,13,2610,650,1950,537,34.6,-117.99
114000,4,29,2370,475,1750,483,34.6,-117.99
168000,4,6,9880,1890,4890,1620,34.6,-117.99
149000,4,5,6450,1150,3430,1100,34.6,-117.99
104000,3,32,1490,306,774,267,34.6,-117.99
107000,3,29,2840,603,1520,573,34.6,-117.99
138000,3,7,20400,4340,12000,3930,34.6,-117.99
143000,5,4,9760,1680,4970,1540,34.6,-117.99
147000,4,5,1110,186,631,168,34.6,-117.99
107000,4,34,3420,601,1930,567,34.6,-117.99
109000,4,36,1490,258,899,260,34.6,-117.99
116000,3,12,3850,857,2170,811,34.6,-117.99
146000,4,5,10300,1820,5870,1790,34.6,-117.99
137000,5,14,5140,887,2850,824,34.6,-117.99
154000,4,4,9850,1780,4550,1600,34.6,-117.99
151000,5,4,10700,1710,5390,1530,34.6,-117.99
137000,4,2,2700,530,1370,430,34.5,-117.99
142000,5,5,16200,2970,8150,2650,34.5,-117.99
240000,5,14,2800,459,1240,404,34.5,-117.99
225000,6,11,17300,2870,8720,2800,34.4,-117.99
500000,10,22,4440,560,1570,496,34.4,-117.99
333000,6,14,3490,592,1710,580,34.5,-117.99
312000,7,7,4520,735,2300,717,34.5,-117.99
340000,5,6,5810,908,2280,790,34.5,-117.99
294000,5,10,2180,405,1120,370,34.5,-117.99
319000,5,10,2730,465,1770,459,34.4,-117.99
151000,4,12,3450,598,1500,540,34.5,-117.99
159000,5,32,1900,342,806,299,34.5,-117.99
165000,3,18,2990,597,1360,472,34.5,-117.99
195000,5,12,26000,4800,10500,4490,34.4,-117.99
220000,6,25,1290,190,689,216,34.5,-118.99
252000,6,3,6580,1060,3030,1000,34.5,-118.99
188000,3,36,84,12,29,17,34.5,-117.99
239000,6,17,10300,1680,4960,1480,34.5,-118.99
185000,5,26,934,148,519,162,34.4,-118.99
233000,5,19,3010,507,1360,484,34.4,-118.99
186000,5,26,828,149,508,158,34.5,-118.99
218000,6,19,1290,195,650,193,34.4,-118.99
236000,6,5,15300,2530,7270,2320,34.5,-118.99
220000,6,10,5510,969,3000,959,34.5,-118.99
254000,6,15,8510,1260,3730,1230,34.4,-118.99
170000,5,25,2990,525,1880,513,34.4,-117.99
359000,8,5,1510,220,1360,215,34.5,-117.99
188000,5,16,13400,2570,7030,2440,34.4,-117.99
200000,5,15,8240,1410,4450,1360,34.4,-117.99
213000,4,23,4170,756,2080,743,34.4,-117.99
229000,5,21,1380,259,728,258,34.4,-117.99
239000,3,17,913,228,530,201,34.4,-117.99
183000,5,25,3220,524,1760,508,34.4,-117.99
218000,6,13,3600,580,1800,576,34.4,-117.99
195000,4,5,21100,4390,9840,3890,34.4,-117.99
238000,6,14,15300,2370,7090,2170,34.4,-118.99
450000,2,2,966,270,233,169,34.4,-118.99
167000,4,5,4030,896,2060,826,34.6,-118.99
236000,5,5,14300,2470,7160,2310,34.5,-118.99
155000,4,9,2360,469,1560,386,34.4,-118.99
155000,4,5,538,98,8730,105,34.5,-118.99
285000,5,4,1950,458,868,398,34.3,-118.99
228000,4,21,5480,1280,3380,1220,34.4,-118.99
136000,3,18,2290,607,2310,597,34.4,-118.99
262000,7,18,2100,309,1040,328,34.4,-118.99
311000,5,5,7750,1560,4770,1390,34.4,-118.99
334000,4,8,3840,852,1340,593,34.4,-118.99
324000,8,27,2050,301,917,287,34.4,-118.99
500000,6,5,4220,712,2020,646,34.4,-118.99
278000,7,21,7010,1060,3330,1040,34.4,-118.99
203000,5,23,3930,728,1980,707,34.4,-118.99
265000,6,8,21100,3950,9940,3790,34.4,-118.99
283000,6,24,6250,1030,2800,999,34.4,-118.99
321000,6,4,17300,3220,6900,2710,34.4,-118.99
323000,7,16,8730,1320,3790,1280,34.4,-118.99
330000,7,2,5990,883,1790,613,34.4,-118.99
15000,4,52,803,267,628,225,34.2,-117.99
163000,4,52,433,69,147,53,34.2,-117.99
192000,2,52,102,29,54,32,34.3,-117.99
183000,4,39,1620,355,903,314,34.3,-117.99
375000,5,34,503,99,275,68,34.4,-117.99
180000,2,26,4050,702,571,199,37.3,-119.99
214000,4,14,362,78,88,39,37.3,-119.99
115000,3,14,2390,451,798,308,37.3,-119.99
95600,3,17,3540,726,1600,629,37.2,-118.99
106000,4,17,1280,254,707,267,37.1,-119.99
107000,4,19,3270,611,1160,481,37.4,-119.99
124000,3,10,2110,410,1000,397,37.4,-119.99
120000,3,13,2310,386,925,347,37.4,-119.99
104000,3,16,2130,424,989,369,37.4,-119.99
122000,2,11,2160,448,820,405,37.3,-119.99
104000,3,15,2650,530,1270,489,37.3,-119.99
138000,3,13,1720,325,712,269,37.3,-119.99
148000,3,7,3390,621,1270,474,37.3,-119.99
94400,4,17,2170,389,1040,375,37.2,-119.99
80700,3,8,828,168,413,146,37.1,-119.99
96100,3,10,3110,589,1510,512,37.2,-119.99
114000,4,8,5210,872,2380,857,37.2,-119.99
123000,3,13,5090,981,2280,913,37.3,-119.99
113000,2,38,1700,301,985,278,37.1,-119.99
46300,3,37,1500,292,858,275,37,-119.99
91700,3,21,1720,317,1010,290,37,-119.99
79200,2,29,2000,392,1260,354,37.1,-119.99
75900,3,18,1280,234,674,238,37.1,-119.99
50500,2,20,2060,466,1290,456,37.1,-119.99
50700,1,33,1100,254,627,253,37.1,-119.99
52300,2,42,1140,236,597,210,37.1,-119.99
57000,2,36,1220,258,639,245,37.1,-119.99
81500,3,17,3330,628,1580,619,37.1,-119.99
58800,2,33,1240,250,648,227,37.1,-119.99
63800,3,16,1030,199,673,193,37,-119.99
83900,2,34,1390,297,943,281,36.9,-119.99
61900,2,24,646,134,454,149,37,-119.99
64300,2,19,901,183,700,190,36.9,-119.99
63300,3,11,3610,699,2070,644,36.9,-119.99
65200,2,18,2290,534,1340,505,37,-119.99
92200,3,21,1670,303,861,276,37,-119.99
156000,3,18,508,104,393,114,37,-119.99
95300,4,17,3340,570,1620,536,37,-119.99
95800,2,18,402,76,213,71,37.1,-119.99
74600,3,11,3760,675,2370,673,37,-119.99
84900,4,13,6300,1080,3840,1030,37,-119.99
88500,3,14,1640,253,766,225,37,-119.99
81600,4,9,1610,297,1060,295,37,-119.99
96000,3,18,2000,379,1330,356,37,-119.99
53900,2,25,2120,482,1980,474,37,-119.99
98500,4,11,2510,408,1360,415,36.9,-119.99
102000,4,13,2870,477,1610,481,37,-119.99
101000,5,12,3170,520,1590,488,36.9,-119.99
112000,4,13,1430,209,702,205,36.9,-119.99
59600,3,12,1790,379,1400,397,37,-119.99
60400,1,12,2710,575,1720,516,37,-119.99
61800,3,16,3710,739,2460,697,37,-119.99
47100,2,20,2030,427,983,401,37,-119.99
52800,2,38,1540,364,1220,334,37,-119.99
48000,2,28,1560,403,1560,408,37,-119.99
96500,4,34,1460,239,557,226,37,-119.99
94200,4,13,3360,589,1460,601,37,-119.99
90900,5,20,2100,317,910,274,37,-119.99
119000,4,16,3220,511,1430,503,37,-119.99
73800,3,36,2070,349,954,363,37,-119.99
70700,2,41,1160,211,476,171,37,-119.99
55000,2,27,968,240,587,231,37,-119.99
61700,1,35,1860,428,1210,399,37,-119.99
52300,1,37,1000,261,1090,233,37,-119.99
52500,1,31,696,254,913,248,37,-119.99
61400,2,44,1290,295,723,287,37,-119.99
66100,2,42,963,216,471,211,37,-119.99
65200,1,32,1270,283,549,273,37,-119.99
51600,2,20,2130,526,1850,522,37,-119.99
51800,1,23,2130,506,2090,491,37,-119.99
48300,1,36,1530,347,1330,304,37,-119.99
62300,3,26,1280,239,820,254,36.9,-119.99
121000,5,14,4800,710,2050,640,36.9,-119.99
65000,3,31,2370,482,1930,433,36.9,-119.99
61700,2,32,2090,468,1770,427,36.9,-119.99
307000,5,43,1230,244,491,205,38.1,-121.99
392000,8,16,4430,603,1660,630,38.1,-122.99
256000,5,26,5190,892,2340,906,38.1,-122.99
335000,6,14,2260,341,1130,346,38.1,-122.99
291000,5,20,1590,231,601,224,38.1,-122.99
423000,8,9,1300,177,682,190,38.1,-122.99
215000,3,24,2860,734,1580,682,38.1,-122.99
229000,3,32,3520,748,1710,723,38.1,-122.99
288000,6,25,7780,1150,3450,1170,38.1,-122.99
310000,5,13,5030,871,1910,770,38.1,-122.99
202000,4,19,1750,328,873,336,38.1,-122.99
302000,5,23,8640,1290,3590,1250,38.1,-122.99
279000,6,21,3890,616,1970,632,38.1,-122.99
369000,7,18,6210,821,2310,756,38.1,-122.99
276000,5,22,11900,2300,5600,2200,38.1,-122.99
286000,6,27,10800,1640,4410,1620,38.1,-122.99
345000,7,5,1500,235,555,201,38.1,-122.99
210000,4,17,9610,2120,4680,2060,38.1,-122.99
295000,5,19,15600,2720,6110,2620,38.1,-122.99
351000,3,38,3390,709,1890,713,38.1,-122.99
436000,6,20,4540,708,1810,701,38.1,-121.99
119000,3,24,9490,1940,5160,1880,38.1,-122.99
67500,3,16,1500,292,472,284,38,-122.99
179000,4,13,4280,1040,2150,937,38,-121.99
253000,4,36,4500,832,2200,800,38,-121.99
311000,5,27,3120,531,1320,489,38,-122.99
274000,4,17,2450,536,1160,543,38,-122.99
400000,8,26,48,8,19,8,38,-121.99
293000,6,29,7170,1170,3060,1170,38,-122.99
388000,7,24,2330,322,911,320,38,-122.99
325000,7,34,1890,290,815,283,38,-122.99
397000,8,25,3410,455,1240,406,38,-122.99
314000,6,33,9530,1490,3800,1410,38,-122.99
240000,5,21,2140,400,840,398,38,-122.99
362000,7,27,4990,711,1930,742,38,-122.99
342000,6,27,3970,577,1660,611,38,-122.99
277000,3,28,3420,826,1690,800,38,-122.99
301000,4,18,3120,803,1400,722,38,-122.99
444000,7,32,2240,348,818,330,38,-122.99
324000,3,31,6560,1570,2960,1460,38,-122.99
372000,6,52,1760,316,607,264,38,-122.99
320000,5,34,3310,555,1400,585,38,-122.99
500000,9,32,2390,336,810,354,38,-122.99
338000,3,31,3810,828,1580,795,38,-122.99
433000,6,32,4140,632,1540,626,38,-122.99
488000,6,37,4800,699,1830,679,38,-122.99
329000,3,37,4300,1090,2100,1030,38,-122.99
439000,7,22,7270,1000,2470,957,38,-121.99
500000,12,10,1330,189,427,162,38,-121.99
421000,7,27,5470,755,1920,764,38,-121.99
452000,6,34,1260,178,460,174,38,-121.99
200000,2,52,205,119,228,132,38,-122.99
271000,3,52,1560,451,700,419,38,-122.99
288000,3,44,3600,953,1830,910,38,-122.99
352000,6,39,4190,762,1830,737,38,-122.99
231000,3,33,563,194,265,169,38,-122.99
264000,4,39,3300,684,1570,653,38,-122.99
331000,5,35,2010,346,818,352,38,-122.99
269000,4,37,1340,322,621,314,38,-122.99
500000,6,37,350,57,179,69,38,-122.99
291000,4,35,908,194,413,197,38,-122.99
188000,4,16,3770,839,1990,815,38,-121.99
213000,6,16,100,20,45,25,38,-122.99
188000,3,25,6530,1900,5920,1810,38,-122.99
292000,6,36,1340,258,678,249,38,-122.99
267000,4,36,1200,232,551,229,38,-122.99
255000,4,41,1870,392,825,369,38,-122.99
309000,4,42,1410,308,624,292,38,-122.99
305000,5,40,1430,280,708,255,38,-122.99
275000,5,46,4040,856,1870,833,38,-122.99
290000,4,40,7740,1490,3110,1350,38,-122.99
317000,8,52,370,62,150,56,38,-122.99
302000,4,36,4870,871,1900,827,38,-122.99
247000,4,21,2200,462,1100,449,38,-122.99
414000,6,35,8810,1310,3450,1260,38,-122.99
320000,5,45,2400,425,926,400,38,-122.99
337000,4,38,5590,996,2470,1030,38,-122.99
355000,5,49,2860,552,1180,522,38,-122.99
316000,5,52,3680,649,1550,639,38,-122.99
292000,5,52,1180,216,467,197,38,-122.99
346000,5,36,2650,542,1110,557,38,-122.99
399000,5,52,1830,324,735,306,38,-122.99
382000,4,47,5420,1120,2180,1030,38,-122.99
500000,7,52,2230,291,731,253,38,-122.99
500000,9,52,3460,468,1450,471,38,-122.99
500000,6,34,2680,411,933,410,38,-122.99
500000,11,36,2020,242,653,241,37.9,-122.99
500000,10,29,377,58,151,67,38,-122.99
500000,10,44,1550,204,596,208,38,-122.99
500000,4,33,2530,495,996,449,38,-122.99
436000,6,38,2310,400,971,386,38,-122.99
469000,8,33,4450,631,1680,628,38,-122.99
271000,4,22,7450,1980,2980,1890,38,-122.99
471000,8,36,4390,620,1550,626,38,-122.99
393000,7,42,2170,362,887,347,37.9,-122.99
432000,6,43,3000,470,970,430,37.9,-122.99
435000,4,39,3670,775,1520,788,37.9,-122.99
406000,5,26,3990,804,1550,792,37.9,-122.99
500000,6,18,1800,284,600,241,37.9,-122.99
200000,5,18,878,255,384,247,37.9,-122.99
334000,5,34,2780,502,1220,507,37.9,-122.99
375000,4,32,2620,541,1020,464,37.9,-122.99
500000,15,24,421,64,163,75,37.9,-122.99
411000,6,42,1740,301,723,306,37.9,-122.99
310000,4,37,1720,352,648,337,37.9,-122.99
391000,4,45,1530,324,608,328,37.9,-122.99
318000,6,47,793,163,334,151,37.9,-122.99
349000,6,32,2640,415,1010,408,37.9,-122.99
301000,6,30,2270,359,974,351,37.9,-122.99
386000,6,26,2170,347,849,318,37.9,-121.99
310000,7,2,647,136,203,118,37.9,-122.99
318000,4,16,2950,802,1390,743,37.9,-121.99
500000,9,35,2490,409,812,373,37.9,-121.99
500000,12,36,4470,618,1320,582,37.9,-121.99
500000,10,27,2680,382,935,369,37.9,-121.99
441000,5,31,7000,1280,2760,1270,37.9,-122.99
500000,6,23,1650,403,541,336,37.9,-121.99
500000,7,23,10800,1740,3900,1680,37.9,-121.99
500000,8,30,3760,717,1290,632,37.9,-121.99
475000,5,28,5450,1090,2100,1020,37.9,-122.99
458000,3,27,2670,565,1230,547,37.9,-122.99
500000,8,37,2520,398,999,417,37.9,-122.99
327000,4,44,2850,551,1230,537,37.9,-122.99
370000,4,48,2490,460,937,455,37.9,-122.99
489000,6,48,2920,489,1160,505,37.9,-122.99
500000,6,52,2300,350,859,359,37.9,-122.99
403000,6,30,4170,739,1820,705,37.9,-122.99
418000,4,17,4360,1040,1640,989,37.9,-122.99
267000,4,16,1700,402,689,348,37.9,-122.99
389000,4,41,3170,622,1090,528,37.9,-122.99
453000,8,34,1430,224,503,220,37.9,-122.99
464000,9,48,1550,253,641,276,37.9,-122.99
500000,7,52,1970,327,755,345,37.9,-122.99
500000,9,37,1930,290,721,298,37.9,-122.99
460000,3,48,1280,278,567,255,37.9,-122.99
413000,7,25,4920,866,1910,834,37.9,-122.99
414000,7,30,4380,732,1780,745,37.9,-122.99
400000,8,20,1810,282,658,253,37.9,-122.99
309000,4,36,2690,485,1060,449,37.9,-122.99
402000,7,36,1760,283,562,246,37.9,-122.99
424000,6,33,4970,836,1910,795,37.9,-122.99
400000,6,35,4130,689,1600,707,37.9,-122.99
363000,5,24,221,41,75,38,37.9,-122.99
258000,3,21,3900,980,1950,919,37.9,-122.99
140000,3,19,1930,593,881,546,37.9,-121.99
346000,6,17,4330,947,1650,919,37.9,-122.99
500000,7,35,2730,538,969,528,37.9,-121.99
442000,5,52,2180,510,809,503,37.9,-121.99
500000,6,52,3910,752,1180,670,37.9,-121.99
500000,6,42,6300,1310,2100,1210,37.9,-121.99
500000,12,38,240,29,63,34,37.9,-121.99
275000,4,52,176,50,88,46,37.9,-122.99
494000,7,30,833,164,358,143,37.9,-122.99
479000,4,38,1180,196,628,205,37.9,-122.99
350000,4,42,1510,324,553,277,37.9,-122.99
496000,4,21,2850,552,599,250,37.9,-122.99
239000,4,43,1730,326,629,279,37.9,-122.99
243000,3,23,1250,257,437,188,37.9,-122.99
262000,4,44,2600,509,691,343,38.1,-122.99
271000,4,31,1860,367,701,297,38.1,-122.99
200000,4,28,1280,265,628,219,38,-122.99
430000,6,26,1450,244,510,207,38.1,-122.99
164000,2,52,1280,218,627,185,38.3,-122.99
241000,3,20,1980,358,308,132,38.3,-122.99
239000,3,19,1620,366,815,337,38.1,-122.99
253000,4,36,2380,476,957,362,38.2,-122.99
71300,2,25,1470,341,706,283,37.5,-119.99
113000,3,17,2120,425,909,319,37.6,-119.99
104000,1,14,2880,617,1010,509,37.5,-119.99
91500,2,32,1310,315,600,265,37.5,-119.99
105000,3,12,2780,592,1240,489,37.4,-119.99
87500,2,16,1670,372,762,283,37.3,-119.99
121000,3,11,2400,497,890,344,37.6,-119.99
70200,3,13,866,252,369,165,37.7,-119.99
88100,2,17,2810,600,990,410,37.7,-119.99
93800,4,24,172,42,79,30,37.7,-119.99
92400,3,13,1710,340,643,241,37.6,-119.99
112000,3,13,2230,443,920,361,37.5,-119.99
104000,3,17,2580,553,1090,423,37.5,-119.99
122000,3,15,989,184,406,151,37.5,-119.99
96000,3,13,2000,375,750,308,37.5,-119.99
111000,3,14,2740,555,1150,474,37.4,-119.99
55900,4,30,2170,536,1500,414,37.8,-119.99
165000,3,30,2860,661,291,135,37.6,-119.99
70000,3,23,608,143,281,108,39.7,-122.99
57900,2,25,1440,304,746,259,39.8,-122.99
60300,1,25,2080,435,991,377,39.8,-122.99
79200,2,18,2130,545,863,346,39.8,-122.99
69800,2,42,1520,383,656,303,39.9,-123.99
146000,2,19,1460,340,515,227,39.8,-123.99
100000,2,15,1840,489,887,332,39.7,-123.99
71500,2,22,2120,450,1120,446,39.7,-123.99
141000,3,21,3360,677,1910,642,39.5,-123.99
157000,2,24,1420,291,588,274,39.5,-123.99
150000,3,28,2490,507,1200,460,39.5,-123.99
165000,3,32,790,151,380,142,39.4,-123.99
110000,3,47,1150,244,552,201,39.5,-123.99
132000,3,35,1720,345,698,299,39.5,-123.99
95000,2,52,1530,336,754,340,39.4,-123.99
113000,4,49,2290,482,1200,479,39.4,-123.99
93600,2,33,2020,459,1020,422,39.4,-123.99
106000,3,36,1330,273,761,286,39.4,-123.99
116000,3,16,2020,423,1180,414,39.4,-123.99
150000,2,11,1800,506,895,451,39.4,-123.99
96600,2,15,2340,535,1060,433,39.5,-122.99
104000,3,10,4090,831,2110,758,39.5,-122.99
92600,2,22,2090,432,1130,402,39.4,-122.99
125000,3,18,3950,813,1900,730,39.4,-122.99
77200,2,18,1620,346,904,295,39.4,-122.99
96000,4,32,2780,470,1280,479,39.4,-122.99
76900,3,46,1750,362,808,330,39.4,-122.99
71800,2,27,1320,338,779,327,39.4,-122.99
71500,2,21,1080,254,715,275,39.4,-122.99
84000,2,18,2820,628,1640,615,39.4,-122.99
105000,2,19,1060,248,611,226,39.4,-122.99
147000,4,20,804,121,448,140,39.3,-122.99
154000,3,19,1030,205,424,152,39.3,-122.99
138000,3,20,2750,504,1420,430,39.3,-122.99
134000,4,25,3070,570,1560,535,39.3,-122.99
143000,3,16,5570,1110,3150,1090,39.3,-122.99
145000,3,17,1090,254,522,202,39.3,-122.99
175000,2,18,243,55,115,54,39.2,-122.99
149000,2,17,3150,693,1560,647,39.2,-122.99
119000,4,22,1540,291,821,285,39.2,-122.99
105000,2,26,786,168,494,161,39.2,-122.99
151000,3,16,1380,296,830,279,39.4,-123.99
141000,3,23,4670,912,2100,857,39.4,-123.99
277000,3,17,1980,371,773,325,39.3,-123.99
213000,3,18,1650,352,711,292,39.3,-123.99
225000,3,23,2750,577,887,432,39.3,-123.99
159000,2,20,4620,1040,1750,794,39.2,-123.99
166000,3,38,1710,355,506,211,38.9,-123.99
95300,2,17,2210,478,1140,428,38.9,-123.99
176000,3,17,5200,1040,1740,803,38.8,-123.99
101000,2,18,2250,510,1030,369,39.2,-123.99
109000,3,28,1420,294,812,258,39,-122.99
115000,3,35,1550,321,857,288,39,-122.99
142000,3,17,2770,576,1500,584,39.2,-122.99
131000,3,24,5370,1050,3000,992,39.1,-122.99
160000,4,17,1890,342,877,312,39.1,-122.99
115000,3,45,1350,265,639,270,39.1,-122.99
155000,4,32,1150,187,499,208,39.2,-122.99
144000,4,33,1180,211,529,217,39.1,-122.99
122000,4,36,1170,216,504,203,39.1,-122.99
113000,3,52,1370,258,617,228,39.1,-122.99
115000,3,39,1420,262,661,278,39.1,-122.99
127000,4,27,1530,266,822,234,39.1,-122.99
82300,2,14,1910,484,1200,467,39.2,-122.99
110000,3,29,6120,1220,3600,1190,39.2,-122.99
96200,2,27,990,238,592,225,39.1,-122.99
126000,3,16,2580,495,1230,488,39.1,-122.99
109000,2,31,2690,675,1370,626,39.1,-122.99
109000,2,17,1620,396,878,399,39.1,-122.99
84400,1,26,1470,417,1070,401,39.1,-122.99
100000,2,15,2240,545,1380,516,39.1,-122.99
116000,4,32,1140,208,454,188,39.1,-122.99
215000,6,14,2240,327,1030,308,39.2,-122.99
162000,4,30,1900,331,816,325,39.1,-122.99
94700,2,33,1320,303,1050,303,39.1,-122.99
121000,3,31,418,82,327,81,39.1,-122.99
70000,2,38,267,57,196,60,39.1,-122.99
95800,3,22,2160,436,1050,358,38.9,-122.99
94900,3,36,1210,247,697,251,39,-122.99
83100,3,22,2700,497,1430,399,37.5,-119.99
66300,2,33,1030,226,658,197,37.5,-120.99
123000,4,27,2300,424,1250,350,37.4,-120.99
90500,3,18,2000,398,1330,411,37.4,-120.99
72800,2,27,949,224,888,241,37.4,-120.99
80700,3,17,2530,517,1760,502,37.4,-120.99
85900,2,35,2440,466,1730,469,37.4,-120.99
73800,3,11,1480,341,1480,327,37.4,-120.99
72700,3,40,680,160,785,175,37.4,-120.99
138000,4,46,860,130,496,147,37.4,-120.99
81300,2,30,2390,470,1410,428,37.3,-120.99
88800,3,32,1660,317,1040,286,37.4,-120.99
64400,2,37,653,176,827,176,37.4,-120.99
67300,2,22,1310,319,1460,340,37.4,-120.99
72900,3,23,1450,292,1050,265,37.4,-120.99
71400,3,14,1980,432,1760,382,37.4,-120.99
104000,3,7,2770,530,1370,505,37.4,-120.99
114000,3,17,3510,636,1900,617,37.4,-120.99
165000,4,32,2890,521,1580,484,37.4,-120.99
109000,3,32,1180,208,774,222,37.4,-120.99
103000,3,24,1290,222,684,221,37.4,-120.99
94200,2,27,2690,481,1520,447,37.3,-120.99
70400,3,21,3160,637,2270,620,37.4,-120.99
84600,3,19,2260,449,1470,435,37.4,-120.99
108000,4,25,1730,311,810,266,37.3,-120.99
72800,2,16,4720,1120,3590,1020,37.4,-120.99
69100,3,27,2080,444,1460,479,37.4,-120.99
74600,3,39,2240,412,1270,402,37.4,-120.99
130000,5,10,3080,498,1370,487,37.4,-120.99
86900,3,27,2520,484,1310,456,37.4,-120.99
110000,4,16,1610,282,866,284,37.4,-120.99
71000,2,18,874,203,572,190,37.4,-120.99
83500,3,15,3460,729,2010,659,37.4,-120.99
102000,4,8,2610,428,1530,435,37.4,-120.99
87300,2,11,3950,978,2810,953,37.4,-120.99
66100,2,34,1720,316,904,315,37.4,-120.99
75000,2,34,1900,401,1010,385,37.4,-120.99
69200,1,20,1460,372,1000,346,37.4,-120.99
146000,4,18,5010,826,2500,805,37.3,-120.99
68900,2,34,1830,431,1300,415,37.3,-120.99
87500,2,16,638,147,380,132,37.4,-120.99
101000,3,18,704,176,520,154,37.4,-120.99
88600,3,19,3870,676,2440,707,37.4,-120.99
88000,4,15,3250,613,1570,595,37.4,-120.99
67500,2,33,3560,716,2600,696,37.4,-120.99
125000,2,16,2240,438,1360,393,37.2,-120.99
141000,3,21,1410,229,590,205,37.3,-120.99
83000,2,28,2160,416,1280,378,37.3,-119.99
79700,2,18,8610,1680,5300,1640,37.4,-120.99
95800,2,21,1680,341,1050,312,37.2,-119.99
89600,2,13,2110,477,1110,466,37.3,-120.99
118000,3,10,1280,255,620,240,37.3,-119.99
83200,3,13,1940,384,1160,367,37.3,-120.99
85300,2,13,3470,927,2150,821,37.3,-119.99
131000,2,13,3640,897,1740,788,37.3,-119.99
122000,3,15,3950,984,2020,1030,37.3,-119.99
